;ID;texto_tweet_original;valoracion_corpus;Texto_tweet;valoracion_calculada
1326;1327;@aXoZerr dios ,perdonen pero ya los daba por eliminados JAJKAKA;0;dios  perdonen daba eliminados JAJKAKA;-1.0
1327;1328;@vlc_JI @ochoabravo32 @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain @ACV___ @PepHernandez4… https://t.co/vGXngAVN38;0;JI ;0.0
1328;1329;@postunited El zaragoza 12 años en segunda o intentando no descender y ahí sigue;0;zaragoza 12 años segunda intentando descender ahí sigue;0.0
1329;1330;@POZI1972 @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/TpmBL7xil5;0;;0.0
1330;1331;@Kikegiralt061 @heraldoes Mira, hoy te irás a la cama sabiendo algo;0;Mira  hoy irás cama sabiendo;0.0
1331;1332;Fugint de Panderetarnia;0;Fugint Panderetarnia;0.0
1332;1333;HISTORIA | Hoy repasamos la historia del pintor zaragozano Mariano Barbasán, uno de los más importantes de finales… https://t.co/29QQdBqRQb;0;HISTORIA Hoy repasamos historia pintor zaragozano Mariano Barbasán  importantes finales;1.0
1333;1334;Hay un momento donde llegar no es lo más importante. #Aragon #Pirineos https://t.co/93UVco63H0;0;momento llegar importante  Aragon Pirineos;1.0
1334;1335;@MarcKlein_ @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre… https://t.co/v2Lg6CfcjR;0; JI lustre;0.0
1335;1336;@ricardomraphael @AdrianLarisC @heraldodemexico El Heraldo es uno más que se arrodilla ante el dictador ya sea por miedo o dinero;0;Heraldo arrodilla dictador miedo dinero;0.0
1336;1337;¡Os presentamos el Concurso musical del @IES_Andalan , #AndaLALALÁn. Podrán participar todos los grupos de alumnos… https://t.co/As143zJral;0;presentamos Concurso musical Andalan  AndaLALALÁn  Podrán participar grupos alumnos;0.0
1337;1338;"🔴🔴🔴 El fiscal Javier Zaragoza sobre Dolores Delgado: ""La independencia puede no ser idónea cuando el fiscal general… https://t.co/mPB8tDAXQt";0;fiscal Javier Zaragoza Dolores Delgado   independencia puede ser idónea fiscal general;-1.0
1338;1339;esta calle es en zaragoza y me ha hecho ilu reconocerla olé olé mi ciudad guapa el pilar la aljafería https://t.co/Rx5BrJpISx;0;calle zaragoza hecho ilu reconocerla olé olé ciudad guapa pilar aljafería;1.0
1339;1340;Orquestra Aragon - Al Vaiven de mi Carreta https://t.co/fcCPzclmPw;0;Orquestra Aragon Vaiven Carreta;0.0
1340;1341;@D_teruel ¿Ya viste The Suicide Squad? Mil veces mejor que la otra.;0;teruel viste The Suicide Squad  Mil veces mejor ;0.0
1341;1342;@ElTJ17 @chulises77 @JTrianaT El Heraldo!! 🤣🤣🤣;0;Heraldo;0.0
1342;1343;@DisciteMori Sería exelente si hicieran un serie de Aragón yendo a las tierras Harad para darle de madres a los que… https://t.co/y8guhjSac4;0;exelente si hicieran serie Aragón yendo tierras Harad darle madres;-1.0
1343;1344;@ochoabravo32 @DanielRodOrd @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain… https://t.co/Q1XAMh4aRv;0;;0.0
1344;1345;EL 12 DE NOVIEMBRE DE 2022, ÑU EN ZARAGOZA. https://t.co/v24vqum76s;0;12 NOVIEMBRE 2022  ÑU ZARAGOZA ;0.0
1345;1346;@J_Zaragoza_ ¿Por qué una pregunta tan sencilla como la que llevo años haciendo al Sr. Sánchez, al Sr. Escrivá, y a… https://t.co/pUclFn6yfF;0;Zaragoza pregunta tan sencilla llevo años haciendo Sr  Sánchez  Sr  Escrivá ;0.0
1346;1347;@ElGeorgeRiveraR Estaba dudoso después de la desilusión de Suicide Squad, pero me encantó: el diálogo, los one-line… https://t.co/UrbP0Zxuge;0;dudoso después desilusión Suicide Squad  encantó  diálogo  oneline;-1.0
1347;1348;La historia de #Trasmoz, el único pueblo excomulgado de España. ¡Descubre numerosas leyendas de carácter místico y… https://t.co/yVRk8SFN6Q;0;historia Trasmoz  único pueblo excomulgado España  Descubre numerosas leyendas carácter místico;0.0
1348;1349;@vlc_JI @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/ZUhzkWcdtA;0;JI;0.0
1349;1350;@POZI1972 @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/94T0dGnp1n;0;;0.0
1350;1351;#TeBuscamos Brandon Arturo Cervantes Barrera. Atizapan de zaragoza , Edo de mex  inf @cervantesartur1… https://t.co/FBYfA9DMRD;0;TeBuscamos Brandon Arturo Cervantes Barrera  Atizapan zaragoza  Edo mex inf;0.0
1351;1352;🤍 ¿Esquís o tabla? ¿Pirineo o Teruel? ¿En familia o entre amigos?;0;Esquís tabla  Pirineo Teruel  familia amigos ;0.0
1352;1353;" ¡esta temporada es para ponerse la… https://t.co/9UkBke90nC""";0;temporada ponerse;0.0
1353;1354;@ricardomraphael @AdrianLarisC @heraldodemexico ¿Cómo? ¿Acaso se aprovechan para deshacerse de un lastre y sugerir… https://t.co/aeso8njjYI;0;Cómo  Acaso aprovechan deshacerse lastre sugerir;1.0
1354;1355;@Tomillar63 @Mr_morq @vlc_JI @sabina66801497 @BEsquiliche @CtzenCaneSpain @ACV___ @PepHernandez4 @goriladalazi… https://t.co/6rcJOhNb5m;0;morq JI ;0.0
1355;1356;El Juzgado de Primera Instancia n.º 11 de Zaragoza ha condenado a Vodafone a indemnizar a un particular con 6.000 e… https://t.co/oCV0qFt20E;0;Juzgado Primera Instancia n  º 11 Zaragoza condenado Vodafone indemnizar particular 6  000;0.0
1356;1357;@Nicolas27095300 Y bueno;0;bueno;1.0
1357;1358;El anarquismo se enseña mal. Entra en mi curso gratuito online y descubre cómo ser tu propio jefe miliciano en el F… https://t.co/ykunKTO5lF;0;anarquismo enseña mal  Entra curso gratuito online descubre cómo ser propio jefe miliciano F;0.0
1358;1359;@Setarco97923428 @J_Zaragoza_ No les des ideas, que son capaces.;0;Zaragoza des ideas  capaces ;0.0
1359;1360;@Wendianonimaxx Hola te vez muy hermosa, estuve en tu espacio, me hubiera gustado que durara más, soy de atizapan d… https://t.co/4UOGy9leYP;0;Hola vez hermosa  espacio  gustado durara  atizapan d;1.0
1360;1361;Acaba de publicar una foto en Zaragoza, Spain https://t.co/EapZaz67LZ;0;Acaba publicar foto Zaragoza  Spain;0.0
1361;1362;"""Sé como la luna. Cuando la oscuridad intenta atraparla resplandece con mayor intensidad"" Eric I Franicevich… https://t.co/DD4NdNjWl5";0; Sé luna  oscuridad intenta atraparla resplandece mayor intensidad  Eric I Franicevich;-1.0
1362;1363;@RosaVillacastin @el_pais En Valencia, Barcelona, Teruel, cuenca, Albacete, Palencia…..y todo el resto de España…..no hagas demagogia!!;0;pais Valencia  Barcelona  Teruel  cuenca  Albacete  Palencia   resto España   hagas demagogia;0.0
1363;1364;@ornesanagua Vos sabes;0;Vos sabes;0.0
1364;1365;@amadoo_male Siempre;0;male Siempre;-1.0
1365;1366;@MarcKlein_ @PepHernandez4 @Tomillar63 @sabina66801497 @vlc_JI @POZI1972 @BEsquiliche @CtzenCaneSpain @ACV___… https://t.co/AEAkmFxUtJ;0; JI ;0.0
1366;1367;@Logarzo_sof Yo a vos puta;0;sof vos puta;0.0
1367;1368;@Krlos_MG @heraldoes No te moskees, joer! Sólo q cómo dices q distingues el 03 del resto de gases... Me pareces adm… https://t.co/9WlgLUjtSS;0;MG moskees  joer Sólo q cómo dices q distingues 03 resto gases  pareces adm;0.0
1368;1369;Tesoros de mundos ya perdidos... con la, aún, fascinante, mágica y ancestral #Era enlosada de #Morés, #Aragón… https://t.co/HikDiXi1gV;0;Tesoros mundos perdidos   aún  fascinante  mágica ancestral enlosada Morés  Aragón;-1.0
1369;1370;Se venden dos entradas para el concierto de Xavibo en Zaragoza para este viernes. ;0;venden dos entradas concierto Xavibo Zaragoza viernes ;0.0
1370;1371;soy leo, lo siento;0;leo  siento;0.0
1371;1372;@77populacho @sabina66801497 @goriladalazi @Juanma_Saez @DanielRodOrd @ACV___ @POZI1972 @FreeyellowMarta… https://t.co/qwJpCBts3x;0;Saez ;0.0
1372;1373;@FatymaCaballero Suerte tienes de que te dejarán entrar.;0;Suerte dejarán entrar ;1.0
1373;1374;Ayer 1.300 joteros de Zaragoza, Huesca y Teruel se unieron un ¡ESPECTACULAR FLASHMOB! para apoyar el trabajo de… https://t.co/bOQH3Fdkt6;0;Ayer 1  300 joteros Zaragoza  Huesca Teruel unieron ESPECTACULAR FLASHMOB apoyar trabajo;0.0
1374;1375;Participaron voluntarios, empleados comunales, integrantes de EPA (Ecologistas de Puerto Aragón), trabajadores del… https://t.co/v7yHhQMLwc;0;Participaron voluntarios  empleados comunales  integrantes EPA  Ecologistas Puerto Aragón   trabajadores;0.0
1375;1376;Las jornadas estuvieron organizadas por la secretaría de Turismo de Gaboto, la comuna de Barrancas y EPA (Ecologist… https://t.co/tR5T6Ho6T7;0;jornadas organizadas secretaría Turismo Gaboto  comuna Barrancas EPA  Ecologist;0.0
1376;1377;¿Necesitas diseño web? Sync (Zaragoza) https://t.co/5x0dNHPDDC;0;Necesitas diseño web  Sync  Zaragoza ;-1.0
1377;1378;✅Mes de humedales: limpieza de las costas de los ríos Coronda y Carcaraña;0;Mes humedales  limpieza costas ríos Coronda Carcaraña;0.0
1378;1379;Puerto Gaboto, Santa Fe ;0;Puerto Gaboto  Santa Fe;0.0
1379;1380;@POZI1972 @Mr_morq @vlc_JI @sabina66801497 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/Rqj1kaijpQ;0;morq JI lustre ;0.0
1380;1381;@Hi_Im_Tiffany Los amantes de Teruel tonta ella tonto el https://t.co/2pDpmYPFwh;0;ImTiffany amantes Teruel tonta tonto;0.0
1381;1382;#NRSV | 🦁 El mero mero de #Zaragoza, @CesarGodoyNi agradeció al Presi @nayibbukele, y al programa Enlaces con la Ed… https://t.co/53y4kHwrGR;0;NRSV mero mero Zaragoza  agradeció Presi  programa Enlaces Ed;0.0
1382;1383;El Heraldo.  De quien es?   Por donde vendrá la bolita? https://t.co/T8zvVcobG6;0;Heraldo   vendrá bolita ;0.0
1383;1384;@odonelorza2011 @PSOE En Zaragoza gobierna con VOX;0;Zaragoza gobierna VOX;0.0
1384;1385;@fortachi1932 @JaviSantamarta Yo voy a Zaragoza, que envidia sana.;0;voy Zaragoza  envidia sana ;0.0
1385;1386;'Alcarràs', de la catalana Carla Simón, se alza con el Oso de Oro en la Berlinale https://t.co/ACg4wxI0wp vía @heraldoes;0; Alcarràs   catalana Carla Simón  alza Oso Oro Berlinale vía;0.0
1386;1387;@HistoriaPTontos Aragón le gusta complicar las cosas de por sí 😅;0;Aragón gusta complicar cosas;1.0
1387;1388;Te animas a vivir una experiencia intensa sobre dos ruedas por la city? Pues trata de hacer el recorrido desde el c… https://t.co/Ac9a2f4N2H;0;animas vivir experiencia intensa dos ruedas city  Pues trata hacer recorrido c;1.0
1388;1389;Nagore reina del reino de Aragón desde chiquita 😏;0;Nagore reina reino Aragón chiquita;0.0
1389;1390;#PollosRoesters / Pollo 120.- / ½ pollo 60.- / Paquete 145.- (spaguetti, frijoles con Chorizo) Papas 25.- / Nugget… https://t.co/VpCL6IYVHy;0;PollosRoesters Pollo 120  ½ pollo 60  Paquete 145   spaguetti  frijoles Chorizo  Papas 25  Nugget;0.0
1390;1391;@wandu_aragon JAJAJAJA TE AMO;0;aragon JAJAJAJA AMO;0.0
1391;1392;@AdriaaanTello Aragón Siempre juntos;0;Aragón Siempre juntos;0.0
1392;1393;@vlc_JI @DanielRodOrd @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain @il_lustre… https://t.co/h0Voi9mYg6;0;JI lustre;0.0
1393;1394;Simone Biles anuncia su boda con el jugador de la NFL Jonathan Owens https://t.co/XfqzXZeQeb;0;Simone Biles anuncia boda jugador NFL Jonathan Owens;0.0
1394;1395;El líder de los populares aragoneses se reúne este jueves con el presidente de la comunidad, Javier Lambán, en el q… https://t.co/YhU0x16tGF;0;líder populares aragoneses reúne jueves presidente comunidad  Javier Lambán  q;0.0
1395;1396;@Gerard_Rock Heraldo;0;Rock Heraldo;0.0
1396;1397;De cuando los zagales disfrutaban en las #Eras. ;0;zagales disfrutaban ;1.0
1397;1398; #Aragón. ;0;Aragón ;0.0
1398;1399;Algún día cobraré Enero y mi finiquito, pero ese día no es ahora. ;0;Algún día cobraré Enero finiquito  día ahora ;0.0
1399;1400;En casas ajenas.;0;casas ajenas ;0.0
1400;1401;@77populacho @vlc_JI @goriladalazi @Juanma_Saez @DanielRodOrd @ACV___ @POZI1972 @FreeyellowMarta @PepHernandez4… https://t.co/rmYOncf6vW;0;JI Saez ;0.0
1401;1402;DISPONIBLE ;0;DISPONIBLE;0.0
1402;1403;Para mañana February 17, 2022 se espera una temperatura mínima de 5ºC y una máxima de 20, ¡buenas noches!… https://t.co/lRkIK0HTVq;0;mañana February 17  2022 espera temperatura mínima 5ºC máxima 20  buenas noches;1.0
1403;1404;@Absolutexe @MarioGarcesSan En el PP de Aragón aún queda sensatez 👏🏻;0;PP Aragón aún queda sensatez;0.0
1404;1405;Si compraste un vehículo entre 2006 y 2013 y estás afectado/a por el 𝐜𝐚́𝐫𝐭𝐞𝐥 𝐝𝐞 𝐟𝐚𝐛𝐫𝐢𝐜𝐚𝐧𝐭𝐞𝐬 𝐝𝐞 𝐚𝐮𝐭𝐨𝐦𝐨́𝐯𝐢𝐥𝐞𝐬 que pac… https://t.co/2pWIBPyWSH;0;Si compraste vehículo 2006 2013 afectado 𝐜𝐚 𝐫𝐭𝐞𝐥 𝐝𝐞 𝐟𝐚𝐛𝐫𝐢𝐜𝐚𝐧𝐭𝐞𝐬 𝐝𝐞 𝐚𝐮𝐭𝐨𝐦𝐨 𝐯𝐢𝐥𝐞𝐬 pac;0.0
1405;1406;@GirautaOficial @Santi_ABASCAL @J_Zaragoza_ tus socios de gobierno.;0;ABASCAL Zaragoza socios gobierno ;0.0
1406;1407;@vlc_JI @sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @CtzenCaneSpain… https://t.co/AwIAO60bTM;0;JI;0.0
1407;1408;@lal_aragon Gracias, buenas noches.😘;0;aragon Gracias  buenas noches ;1.0
1408;1409;Documentando en mi base de datos de Genealogía la presencia del apellido Royo en Zaragoza (Central, Aragón) en la a… https://t.co/dpso9CoyRR;0;Documentando base datos Genealogía presencia apellido Royo Zaragoza  Central  Aragón ;0.0
1409;1410;"@diego_burgos_ Me refiero a que no recordaba lo de Chainho en el Real Zaragoza y me has ""iluminado"" 😄";0;burgos refiero recordaba Chainho Real Zaragoza  iluminado ;-1.0
1410;1411;@olgarusu @lerele @JuanJoseGares Me mandó uno de Huesca @Alfonsina48. De una famosa pastelería, Ascaso. Rico-riquísimo.;0;mandó Huesca  famosa pastelería  Ascaso  Ricoriquísimo ;1.0
1411;1412;@DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/Bm0w9RbWeF;0;JI lustre ;0.0
1412;1413;@Tomillar63 @Mr_morq @vlc_JI @sabina66801497 @BEsquiliche @DanielRodOrd @CtzenCaneSpain @il_lustre @ACV___… https://t.co/Sy7zwiPVre;0;morq JI lustre ;0.0
1413;1414;@laherpburn59 @NinesPlacer @AlemanaJubilada @NoaGresiva Cómo podéis ser tan ignorantes quieres que hablemos de la s… https://t.co/gXeTNZsb8x;0;Cómo podéis ser tan ignorantes quieres hablemos s;-1.0
1414;1415;Guitarte sufrió presiones y amenazas por cumplir lo que dijo en campaña con Teruel Existe: dialogar y llegar a acue… https://t.co/deYwXcbrOG;0;Guitarte sufrió presiones amenazas cumplir dijo campaña Teruel Existe  dialogar llegar acue;-1.0
1415;1416;@namela7919 Cierto!!!! Siempre defenderé una persona, un voto!!! Si seguimos así seguiremos dependiendo de partidos… https://t.co/tBJA4dh129;0;Cierto Siempre defenderé persona  voto Si seguimos así seguiremos dependiendo partidos;0.0
1416;1417;@sabina66801497 @vlc_JI @goriladalazi @Juanma_Saez @DanielRodOrd @ACV___ @POZI1972 @FreeyellowMarta @PepHernandez4… https://t.co/fol6vJlghU;0;JI Saez ;0.0
1417;1418;@lal_aragon El color es muy bonito..;0;aragon color bonito  ;0.0
1418;1419;Hoy, en @heraldoes, un artículo que espero os inspire.;0;Hoy   artículo espero inspire ;0.0
1419;1420;Quiero estar en la libertad!;0;Quiero libertad;0.0
1420;1421;@DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre @ACV___ @PeiBasque… https://t.co/axMTWAd9cN;0;JI lustre ;0.0
1421;1422;¿Un #vino? Lo veo en el escaparate. #Aragón y me lo llevo. #Macabeo . Ha caído la botella . ( la casa no tiene copa… https://t.co/tR6qHyN668;0;vino  veo escaparate  Aragón llevo  Macabeo  caído botella   casa copa;-1.0
1422;1423;@GyoriEniko Si no sabe donde está Huesca.;0;Si sabe Huesca ;0.0
1423;1424;Una juez de Zaragoza condena a Vodafone a pagar 6.000 euros por vulnerar la intimidad y el descanso https://t.co/EFdxgw0GoX;0;juez Zaragoza condena Vodafone pagar 6  000 euros vulnerar intimidad descanso;-1.0
1424;1425;Así que durante un fin de semana nos escapamos a la vecina provincia de Huesca para hacer una ruta al Ibon de Ip.… https://t.co/pkpvT2DvxJ;0;Así fin semana escapamos vecina provincia Huesca hacer ruta Ibon Ip ;0.0
1425;1426;Castillos templarios, pueblos abarrotados de patrimonio y una naturaleza de vega y sierra deliciosamente intacta 😋 https://t.co/TzVHIKR5da;0;Castillos templarios  pueblos abarrotados patrimonio naturaleza vega sierra deliciosamente intacta;1.0
1426;1427;🍽️ #Aragón es dueña de una #gastronomía arraigada a la tierra. ¿Sabías que el cardo con almendras es uno de sus pla… https://t.co/QbIkxFoysi;0;Aragón dueña gastronomía arraigada tierra  Sabías cardo almendras pla;1.0
1427;1428;Paracosmos;0;Paracosmos;0.0
1428;1429;Veracruz, Veracruz de Ignacio;0;Veracruz  Veracruz Ignacio;0.0
1429;1430;@ricardomraphael @AdrianLarisC @heraldodemexico Pinches putos los del heraldo...;0;Pinches putos heraldo ;0.0
1430;1431;Aragón, Canarias, La Rioja, Salamanca, Tarragona y Málaga en lo q va de año superan en + d un 20% la mortalidad d 2… https://t.co/C7Ty2Zck4P;0;Aragón  Canarias  Rioja  Salamanca  Tarragona Málaga q va año superan d 20 mortalidad d 2;0.0
1431;1432;@Berbesdevigo tamén descubrín que en Zaragoza existe o que os arxentinos chaman country, unha urbanización de alta… https://t.co/2ZYOodJoaC;0;tamén descubrín Zaragoza existe arxentinos chaman country  unha urbanización alta;0.0
1432;1433;@celesteeislove Chilll Patrica patron 😮‍💨;0;Chilll Patrica patron;0.0
1433;1434;Se le ve bien a los aficionados de Santos viendo que @Irarragorri va comprar a Zaragoza https://t.co/12ZHVSvPwK https://t.co/hgm4kscMxm;0;ve bien aficionados Santos viendo va comprar Zaragoza;1.0
1434;1435;al final vuelvo en 2 semanas a vivir a zaragoza y mi corazoncito está así: 💔💔💔💔💔;0;final vuelvo 2 semanas vivir zaragoza corazoncito así ;1.0
1435;1436;Los Viajes de Ignis Oiassonis: ZARAGOZA Y ALREDEDORES 4 (material archivo parque ... https://t.co/vkIWp6CiYu;0;Viajes Ignis Oiassonis  ZARAGOZA ALREDEDORES 4  material archivo parque ;0.0
1436;1437;@DanielRodOrd @sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/sUktkzt67a;0;lustre ;0.0
1437;1438;@PepHernandez4 @Tomillar63 @sabina66801497 @vlc_JI @POZI1972 @BEsquiliche @CtzenCaneSpain @ACV___ @goriladalazi… https://t.co/o1blziAker;0;JI ;0.0
1438;1439;@victurin_aragon @abrahamconM escríbeme al dm;0;aragon escríbeme dm;0.0
1439;1440;@Numenoreano_ @J_Zaragoza_ Franco murió en 1975. ;0; Zaragoza Franco murió 1975 ;0.0
1440;1441;Miskatonic;0;Miskatonic;0.0
1441;1442;Y creo que todavía la tiene agregada como cuando salían, todo mal señores, todo mal;0;creo todavía agregada salían  mal señores  ma;-1.0
1442;1443;Próximo partido...  Osasuna . Forza Atleti Siempre https://t.co/cProNHOXYc;0;Próximo partido  Osasuna  Forza Atleti Siempre;0.0
1443;1444;@principemty Sukasa enfrente de central de autobuses hoy soriana antes gigante,Tienda Garcia juarez ypadre mier hoy… https://t.co/4ndlm5LqFe;0;Sukasa enfrente central autobuses hoy soriana gigante  Tienda Garcia juarez ypadre mier hoy;-1.0
1444;1445;Que todavía tenga las fotos con su ex en la habitación &lt;0;todavía fotos ex habitación lt;0.0
1445;1446;@sabina66801497 @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre @ACV___… https://t.co/7flYImx66m;0;JI lustre ;0.0
1446;1447;Estaremos junto a @JoanGarrigaMG;0;junto;0.0
1447;1448;Zaragoza, Aragón;0;Zaragoza  Aragó;0.0
1448;1449;La pandemia nos hizo dejarlo todo en un cajón, pero hoy nos llena de felicidad poder anunciar que volvemos a la car… https://t.co/dsWDf5oYYM;0;pandemia hizo dejarlo cajón  hoy llena felicidad poder anunciar volvemos car;1.0
1449;1450;@DanielRodOrd @Mr_morq @BEsquiliche @sabina66801497 @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain @il_lustre… https://t.co/0gMjp9hFn5;0;morq lustre;0.0
1450;1451;En fin, en unos días os digo como me va mi mental breakdown, porque seguro caerá;0;fin  días digo va mental breakdown  seguro caerá;0.0
1451;1452;Un presidente comarcal del PSOE se embolsa 1925€ en 45 minutos en dietas. Vaya con la Mafia Socialcomunista como se… https://t.co/noiZMAae6w;0;presidente comarcal PSOE embolsa 1925 45 minutos dietas  Vaya Mafia Socialcomunista;0.0
1452;1453;@futbolcarroza Y Chainho antes de jugar en el Real Zaragoza, vaya pufo q nos clavaron;0;Chainho jugar Real Zaragoza  vaya pufo q clavaro;0.0
1453;1454;Luego en Lleida he estado para esquiar al igual que en Huesca donde he ido un par de veces. Conclusión, que en verd… https://t.co/pFKBly8qix;0;Luego Lleida esquiar igual Huesca ido par veces  Conclusión  verd;0.0
1454;1455;@J_Zaragoza_ Estamos en democracia,respeta lo que la gente vota….monigote;0;Zaragoza democracia  respeta gente vota  monigote;-1.0
1455;1456;Son cosas de niños... como diría la madre del otro...;0;cosas niños  diría madre ;0.0
1456;1457;HISPANISTÁN de los Bares;0;HISPANISTÁN Bares;0.0
1457;1458;La gente que le gusta los potitos? Puto asco;0;gente gusta potitos  Puto asco;0.0
1458;1459;Y de repente veís que TERUEL EXISTE ( habéis tardado ....) https://t.co/pTJUYqdpcr;0;repente veís TERUEL EXISTE  tardado   ;0.0
1459;1460;Que triste me parece follar por calentón, pero también llevaba tiempo con ganas xd;0;triste parece follar calentón  llevaba tiempo ganas xd;0.0
1460;1461;@Mr_morq @BEsquiliche @sabina66801497 @Tomillar63 @Morafanova @POZI1972 @vlc_JI @CtzenCaneSpain @il_lustre @ACV___… https://t.co/dIgkHkBT24;0;morq JI lustre ;0.0
1461;1462;@avestruzeterea Es correcto, vivo en Atizapán de Zaragoza, estado de Mexico y José Ramón López Beltrán vino en vari… https://t.co/jPKQwtrUir;0;correcto  vivo Atizapán Zaragoza  Mexico José Ramón López Beltrán vino vari;1.0
1462;1463;@DanielRodOrd @Mr_morq @BEsquiliche @sabina66801497 @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain @il_lustre… https://t.co/QcFCjqocue;0;morq lustre;0.0
1463;1464;Pero no me ha dado un besito de despedida :(🪨;0;dado besito despedida  ;0.0
1464;1465;🔴🔴 #FútbolSala || Fútbol Emotion Zaragoza cae eliminado de la Copa del Rey (5-3);0;FútbolSala Fútbol Emotion Zaragoza cae eliminado Copa Rey  53 ;-1.0
1465;1466;Aragón, España;0;Aragón  España;0.0
1466;1467;Me lo he tirado;0;tirado;0.0
1467;1468;@gOlfete__ @angelagitador @SerranitodeYork @J_Zaragoza_ Cuando el sabio señala la luna,el tonto mira el dedo...enga, saludos 😂😂😂;0; Zaragoza sabio señala luna  tonto mira dedo  enga  saludos;1.0
1468;1469;Anda mira, los del SS ahora sí se acuerdan de los de Aragón...;0;Anda mira  SS ahora acuerdan Aragón ;0.0
1469;1470;🔵#HOY Inseguridad de agua en los hogares;0;HOY Inseguridad agua hogares;0.0
1470;1471; INEGI.;0;INEGI ;0.0
1471;1472;México;0;México;0.0
1472;1473;@RVilariera @GuilledValle La diferencia es que somos dos naciones distintas ¿Qué cultura tiene Cataluña distinta al… https://t.co/oqbKvGNg5d;0;diferencia dos naciones distintas cultura Cataluña distinta;0.0
1473;1474;@J_Zaragoza_ El PSOE depende de partidos separatistas,de una banda de asesinos y de la extrema izquierda…..háztelo mirar;0;Zaragoza PSOE depende partidos separatistas  banda asesinos extrema izquierda   háztelo mirar;-1.0
1474;1475;Curiosa y socarrona historia https://t.co/2Qg8TAYvuQ;0;Curiosa socarrona historia;0.0
1475;1476;@vlc_JI @Mr_morq @BEsquiliche @sabina66801497 @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain @il_lustre @ACV___… https://t.co/tFBaXlucGz;0;JI morq lustre ;0.0
1476;1477;@a_albacete_v @AlemanaJubilada Pero que ignorantes sois, esto está pasando en todos lados, pero vamos si comparamos… https://t.co/dK8HF3wrAn;0;albacetev ignorantes  pasando lados  vamos si comparamos;-1.0
1477;1478;Me aventuro a afirmar que el ver tantos Zaragoza vs Fuenlabradas de la vida me ha hecho perder el gusto por ver fút… https://t.co/oI1LelqPIw;0;aventuro afirmar ver tantos Zaragoza vs Fuenlabradas vida hecho perder gusto ver fút;0.0
1478;1479;"🔴#PlenoPresupuestos2022 🗣️ @LolaRanera: ""Se acabó el mantra de que la derecha gobierna mejor. Zaragoza es una ciuda… https://t.co/RJwgs5UC6U";0;PlenoPresupuestos2022   acabó mantra derecha gobierna mejor  Zaragoza ciuda;1.0
1479;1480;@nobel_51 Le devuelvo la Pelota, Sánchez se deshace de todos los socios UP, IU,ERC, JxCat, PdCat, Compromis, Cs, EH… https://t.co/H8kdeztI5b;0;51 devuelvo Pelota  Sánchez deshace socios UP  IU  ERC  JxCat  PdCat  Compromis  Cs  EH;0.0
1480;1481;El film 'Alcarrás' rodado parcialmente en #Fraga ha ganado el Oso de Oro en @berlinale 👏👏 ¡ENHORABUENA!… https://t.co/HnbgNANtKJ;0;film  Alcarrás  rodado parcialmente Fraga ganado Oso Oro ENHORABUENA;1.0
1481;1482;@JaviSantamarta No se vaya de Zaragoza sin entrar en la catedral de la Seo y sin ver su muro lateral junto al palac… https://t.co/1vc8Lz857g;0;vaya Zaragoza entrar catedral Seo ver muro lateral junto palac;0.0
1482;1483;Acabar una #formación en #Zaragoza en la @unizar con @CCOOAragon y que un alumno te regale unos bombones y te acerq… https://t.co/FKBbDCXHa0;0;Acabar formación Zaragoza alumno regale bombones acerq;1.0
1483;1484;@sabina66801497 @vxerocomunista @DanielRodOrd @BEsquiliche @Tomillar63 @Morafanova @POZI1972 @CtzenCaneSpain… https://t.co/97A7jAPSOb;0;;0.0
1484;1485;@DonovanSpanish @El_Universal_Mx Amigos el video es mío y trabajo en ‘El Heraldo de México’ 😅;0;UniversalMx Amigos video trabajo Heraldo México;0.0
