user_id,product_id,order_id,days_since_prior_order,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,order_id_user,product_id_user,days_since_prior_order_user,Day_1_user,Day_2_user,Day_3_user,Day_4_user,Day_5_user,Day_6_user,Day_7_user,Hour_8_user,Hour_9_user,Hour_10_user,Hour_11_user,Hour_12_user,Hour_13_user,Hour_14_user,Hour_15_user,Hour_16_user,Hour_17_user,Hour_18_user,Hour_19_user,Hour_20_user,Hour_21_user,Hour_22_user,Hour_23_user,order_id_prod,user_id_prod,days_since_prior_order_prod,Day_1_prod,Day_2_prod,Day_3_prod,Day_4_prod,Day_5_prod,Day_6_prod,Day_7_prod,Hour_8_prod,Hour_9_prod,Hour_10_prod,Hour_11_prod,Hour_12_prod,Hour_13_prod,Hour_14_prod,Hour_15_prod,Hour_16_prod,Hour_17_prod,Hour_18_prod,Hour_19_prod,Hour_20_prod,Hour_21_prod,Hour_22_prod,Hour_23_prod
698,201,2,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,26,22,0,5,6,8,0,8,5,8,0,1,1,3,6,3,4,9,4,2,4,3,0,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
699,201,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,37,0,7,9,19,12,4,9,7,0,0,0,5,9,6,3,8,5,6,14,3,2,4,2,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
711,201,1,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,18,0,6,2,2,7,3,1,4,0,0,0,3,10,4,1,1,0,1,0,1,4,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
720,201,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,12,2,1,4,3,1,5,0,0,1,1,5,6,2,5,0,1,1,5,0,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
730,201,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,22,0,8,12,1,5,4,4,4,0,0,0,0,1,8,3,0,3,5,7,6,3,0,2,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
749,201,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,22,1,9,2,12,1,6,2,0,0,0,0,0,1,3,10,1,1,2,7,0,0,7,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
750,201,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,24,1,9,6,0,0,9,10,3,0,0,4,0,6,9,9,0,0,0,1,3,0,4,1,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
755,201,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,24,0,7,10,0,5,5,8,8,0,1,0,1,6,4,9,6,2,1,8,2,2,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
756,201,1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,4,3,8,7,12,5,4,0,0,4,9,8,6,1,2,4,0,0,0,2,7,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
757,201,2,0.5,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,31,0,11,10,9,8,7,7,1,0,0,0,3,15,5,6,3,5,5,1,2,2,6,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
760,201,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,8,5,7,8,5,3,5,0,0,4,1,1,3,10,2,2,2,5,3,3,5,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
775,201,1,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,1,6,4,10,3,6,11,6,0,0,2,7,3,2,7,2,3,6,3,9,0,2,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
790,201,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,22,0,15,8,4,4,2,14,0,0,0,1,4,8,8,7,3,0,5,3,3,4,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
792,201,1,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,9,10,7,9,5,1,5,0,0,6,0,2,6,3,7,3,0,10,4,5,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
793,201,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,21,0,7,4,4,8,8,12,13,0,2,0,3,3,11,8,3,0,5,1,9,9,2,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
802,201,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,29,0,5,6,4,10,14,5,2,0,0,0,2,3,6,7,8,2,3,1,6,4,4,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
808,201,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0,1,3,5,7,6,0,1,0,0,1,1,3,5,3,1,2,1,1,2,0,1,2,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
814,201,1,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,1,5,7,5,6,3,5,0,1,1,4,3,0,4,0,1,8,2,1,0,7,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
816,201,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,4,17,9,5,3,2,0,0,4,0,4,2,4,2,1,8,3,2,7,3,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
818,201,2,0.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23,18,0,5,5,11,3,5,2,1,0,0,0,6,1,2,5,3,1,4,0,2,4,4,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
827,201,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,33,1,1,2,12,14,11,17,2,0,0,3,4,9,6,10,3,3,4,5,0,4,8,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
831,201,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,30,1,7,8,8,6,8,6,6,0,1,1,6,5,10,4,5,0,0,3,2,6,5,1,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
833,201,1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,6,6,1,9,13,3,1,0,2,0,3,7,1,4,1,7,4,1,2,7,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
838,201,3,0.3333,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,20,29,0,5,1,9,22,7,5,3,0,0,16,0,0,15,3,0,2,1,0,12,2,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
846,201,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,1,6,3,11,6,5,4,0,0,2,8,2,4,2,2,1,2,4,4,5,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
852,201,2,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26,23,0,10,2,8,4,15,5,3,0,0,0,0,7,1,9,8,0,4,7,4,6,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
854,201,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,24,0,7,2,6,9,7,9,3,0,0,5,2,1,5,5,5,2,0,1,6,7,4,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
857,201,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,4,12,4,1,7,13,1,0,0,3,5,0,2,8,4,0,2,2,11,2,3,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
859,201,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,17,0,6,3,6,3,3,3,5,0,0,0,2,1,2,2,5,5,5,1,4,0,2,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
862,201,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,21,1,9,3,2,8,2,4,0,0,3,0,2,0,3,4,4,0,2,4,3,2,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
863,201,2,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,16,0,2,8,5,6,7,8,3,0,0,6,6,3,0,2,2,7,2,1,4,5,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
871,201,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,15,1,4,4,9,4,4,6,3,0,0,0,4,6,1,11,2,0,0,1,5,4,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
881,201,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,23,0,3,1,5,6,16,0,5,0,0,0,5,2,1,4,0,1,1,4,9,2,7,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
885,201,1,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,20,0,4,4,2,3,9,1,11,0,0,0,2,3,1,8,1,6,1,6,4,1,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
887,201,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,28,0,3,7,2,5,15,3,7,0,1,3,2,13,7,6,2,0,1,0,1,1,5,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
890,201,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,32,1,1,11,2,5,24,7,9,0,1,1,2,7,5,6,8,0,3,2,8,9,7,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
893,201,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,17,0,5,3,4,6,2,4,0,0,0,0,0,5,3,5,4,0,0,2,1,4,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
902,201,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,14,0,3,8,1,4,4,6,1,0,3,0,7,1,1,3,1,2,0,3,2,0,4,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
912,201,2,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,24,1,11,3,7,10,6,7,3,0,1,4,1,7,4,3,2,0,3,3,12,1,6,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
914,201,1,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,8,12,6,10,5,9,0,0,1,6,4,4,5,12,5,2,3,5,2,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
920,201,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,23,0,1,5,4,11,13,5,3,0,1,1,3,1,3,12,0,4,0,5,1,7,4,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
921,201,1,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,3,6,4,8,6,1,1,0,2,3,4,7,1,4,0,0,0,2,2,4,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
922,201,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,17,0,2,17,6,4,9,8,1,0,0,0,6,10,2,5,5,1,3,3,2,6,3,1,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
928,201,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,43,0,13,5,12,21,19,7,3,0,1,0,4,8,13,15,3,12,5,9,3,7,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
940,201,1,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,22,0,2,4,8,1,3,9,1,0,0,0,0,1,8,0,3,2,1,5,6,0,2,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
943,201,3,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,22,27,0,5,8,4,2,6,12,11,0,0,0,6,8,6,2,0,1,7,5,1,7,5,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
951,201,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,27,0,9,9,0,10,8,3,5,0,0,3,1,5,9,11,4,2,0,0,1,5,3,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
952,201,2,1.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,18,1,9,4,3,5,1,4,5,0,0,0,2,1,1,9,1,4,0,3,2,3,5,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
956,201,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,16,0,3,1,6,9,3,0,5,0,0,1,4,0,1,4,3,2,4,0,3,5,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
961,201,1,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,25,0,1,11,5,6,1,12,7,0,0,0,1,2,11,6,4,0,3,3,6,5,2,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
962,201,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,7,2,9,9,6,19,1,0,0,1,1,5,5,9,6,6,0,13,3,1,3,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
966,201,2,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22,26,0,3,11,14,8,3,3,2,0,0,0,0,6,18,5,2,2,0,0,5,5,0,1,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
971,201,1,5.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,2,9,11,4,4,0,0,0,4,1,3,4,5,0,0,2,6,4,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
973,201,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,25,1,1,7,7,11,5,7,5,0,0,3,0,10,9,2,6,0,2,3,0,4,4,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
974,201,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,6,2,9,7,3,12,9,0,0,0,4,5,8,0,10,3,8,0,5,4,1,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
976,201,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,22,2,4,6,4,1,10,1,6,0,0,0,1,2,12,3,2,2,0,0,1,5,4,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
983,201,2,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,19,0,4,2,9,11,7,5,2,0,0,2,3,1,8,5,4,3,1,3,7,1,2,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
994,201,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,27,0,4,1,14,7,5,9,2,0,1,0,4,10,0,7,0,0,0,4,14,2,0,0,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
995,201,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,14,0,1,4,4,7,2,2,0,0,0,2,4,1,5,4,0,0,0,0,1,0,1,2,0,277,237,0,44,41,44,43,34,42,30,0,2,19,30,34,39,28,19,4,8,17,46,20,11,1,0
2,218,1,21.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,23,1,10,9,4,10,5,5,1,0,0,0,0,4,13,3,8,1,8,3,0,0,3,0,1,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
88,218,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,15,0,4,3,4,1,9,5,3,0,0,1,0,4,8,0,4,1,0,1,3,0,7,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
126,218,1,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,26,1,8,5,4,5,6,5,1,0,0,0,4,4,3,2,8,0,2,1,3,0,7,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
132,218,1,21.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,24,0,3,6,5,5,9,11,7,0,0,0,4,5,6,6,1,3,6,5,1,9,0,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
159,218,1,10.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,5,7,5,1,3,8,0,0,1,3,1,8,4,0,0,5,2,1,4,0,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
169,218,1,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,24,1,1,3,7,9,1,4,7,0,0,0,6,6,6,7,2,1,0,2,2,0,0,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
183,218,1,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20,0,2,8,9,2,1,5,4,0,4,0,0,0,3,11,0,0,0,1,2,6,4,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
211,218,1,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,19,1,1,5,2,6,5,7,1,0,0,1,0,0,3,4,7,0,2,2,3,4,1,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
342,218,1,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,25,1,0,6,4,7,6,11,5,0,0,1,2,3,4,4,6,3,0,4,6,2,1,3,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
358,218,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,30,1,3,1,7,12,6,12,5,0,0,1,1,2,6,7,9,0,0,12,7,0,1,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
396,218,2,3.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,23,0,7,8,2,6,1,10,10,0,0,0,2,10,9,3,7,5,2,1,3,0,2,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
411,218,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,26,0,9,2,4,4,2,10,7,0,0,5,0,10,2,9,4,1,1,0,3,1,2,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
496,218,1,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24,0,11,1,1,7,5,4,10,0,0,7,2,7,5,2,2,1,0,5,3,4,1,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
622,218,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,38,1,6,16,6,18,11,2,7,0,0,0,1,15,7,13,8,5,3,3,6,2,3,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
638,218,1,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,28,1,9,8,5,10,10,0,4,0,0,1,2,2,10,0,18,1,2,0,9,0,1,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
645,218,1,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,22,0,5,10,5,7,8,6,11,0,0,0,0,4,4,8,8,1,1,7,0,12,4,3,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
678,218,1,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,20,1,0,0,9,2,5,10,4,0,2,0,1,4,0,3,3,1,2,5,6,1,2,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
679,218,1,11.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,9,7,5,2,21,2,0,1,0,7,7,10,8,2,0,2,1,0,4,4,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
689,218,1,46.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,17,1,1,8,8,7,6,4,2,0,0,3,2,1,7,6,5,2,1,3,0,6,0,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
733,218,1,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,22,1,5,5,3,0,7,6,5,0,2,0,0,5,3,0,2,5,1,0,4,5,4,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
773,218,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,22,1,1,2,6,5,10,8,7,0,0,1,0,0,5,5,3,3,8,1,4,9,0,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
779,218,1,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,22,1,3,2,9,6,5,4,7,0,0,0,0,6,0,4,1,0,0,3,2,8,8,4,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
935,218,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,22,0,4,10,11,9,5,4,7,0,0,0,3,1,14,7,4,0,1,1,0,12,7,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
951,218,1,8.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,9,9,0,10,8,3,5,0,0,3,1,5,9,11,4,2,0,0,1,5,3,0,0,28,27,8,0,5,4,4,3,4,8,0,0,1,3,3,2,6,3,1,1,2,1,2,2,1,0
