Nombre,Fecha,Texto
Trotter,"08/02/2024, 16:29","!Mirad, un trozo de cielo despejado! Incluso en lo profundo del bosque negro, los cielos son azules... !Pronto llegaremos a un lugar abierto y podremos disfrutar de la brisa del valle de nuevo, no desfallezcáis!"
Caranthir,"08/02/2024, 17:55","No os relajéis. Hasta que no dejemos atrás el Bosque Negro, no estaremos realmente fuera de peligro. !Atención ahora, pues es cuando más arriesgado será todo!"
Beli,"08/02/2024, 20:00","Caléndula, puedes hervirla en agua y aplicarla con un paño limpio, seguro mañana esa rozadura estará mucho mejor, se sentó al lado de la mujer, - Sabes, he estado pensando estos días en los truhanes que estaban asaltando a Baldor, ellos te conocían, debes ser precavida cuando regresemos a Ciudad del Lago, no sea que hayan tramado alguna fechoría... No desfallezcáis, maese elfo, !un poco más y lo habremos conseguido!"
"Frida, hija de Finnulf","09/02/2024, 18:23","Gracias. ?Te refieres a Jonar, Kelmund, y Finnar? No creo que sean tan valientes como para intentar nada, sobre todo teniendo en cuenta que ya no tienen el apoyo del antiguo gobernador, pero aún así me mantendré en alerta. Gracias por el consejo, amigo "
Beran de las montañas,"09/02/2024, 21:52","Si la hoja partida pertenece a vuestro reino, lo más sensato será que viaje con individuos afines. No he tenido ningún malestar durante la noche. Si de verdad oculta un poder oscuro, el trapo lo amortigua. De igual manera, tómalo, este recuerdo perdido pertenece a vuestra historia."
Maestro del Saber,"11/02/2024, 15:01","Pese al buen ánimo que parece acompañar en esta etapa de vuestro viaje, el camino empieza a hacerse más duro y fatigoso para algunos de vosotros; algo que podría entenderse perfectamente en el pequeño Belgo o incluso el propio Baldor, menos acostumbrados seguramente a la oscuridad del bosque Negro, pero estos no son los únicos. Para Beran y Caranthir esa fatiga parece ir más allá del propio cansancio del viaje hasta el punto que comienzan a caminar algo más lento y a quedarse atrás, ralentizando ligeramente la marcha pero no tanto como para frenarla. El resto se pregunta si no sería una buena idea hacer alguna pausa antes de que pase el mediodía y retomar el camino después de comer algo frugal."
Beli,"13/02/2024, 06:51","Sois terco como una mula minera, maese elfo, no entiendo porque insistís en cargar vuestro pesado fardo cuando estas nobles bestias pueden aligeraros el viaje. Necesitamos vuestros sentidos alerta, amigo mío, como bien habéis dicho no estaremos fuera de peligro hasta que abandonemos el Bosque Negro..."
Caranthir,"13/02/2024, 12:24","No necesito mucho de mis sentidos para saber que estamos en peligro. Este cansancio no es natural. Debemos detenernos lo justo aquí; deberíamos alejarnos de este lugar cuanto antes. Preferiría pernoctar lo más lejos posible y ya me preocuparé de descansar cuando estemos a salvo fuera del Bosque Negro. No confíes mucho en las bestias de carga; algo en el bosque podría asustarlas, salir en estampida y quedarte sin tus fardos en medio de la floresta."
Beran de las montañas,"13/02/2024, 18:26","Belgo, Baldor, ?cómo os encontráis? El paseo es por este bosque es más pesado y agotador de lo que acostumbro, como tener una carga extra en las espaldas. ?Qué nos acecha que desprende semejante influencia?"
Trotter,"13/02/2024, 18:33","Maese elfo, esa pesadez que sentís... ?Pudiera ser obra del filo que portáis, y que Beran llevó anteriormente?
Ya sé que es un arma de factura humana, pero, ?ha podido alguna criatura oscura impregnarla con su poder? Si es así  y nos turnamos en llevarla, quizá no sintamos esa pesadez con tanta intensidad. Contad conmigo para ayudaros a portar ese fardo."
Maestro del Saber,"13/02/2024, 20:05","Baldor y Belgo han permanecido en silencio buena parte de esta etapa de viaje. Ambos asienten ante las palabras de preocupación de Beran, queriendo dar a entender que se encuentran bien o, al menos, todo lo bien que cabría estar dada la situación. Al comerciante se le puede ver cansado por la marcha, incluso sudoroso por el calor, pero pareciera que no lo está más que cualquiera de vosotros. El que podría preocuparos es su hijo, que camina cabizbajo mientras sujeta las riendas del poni que va en cabeza de la caravana y apretando en su mano derecha el talismán recuerdo de su madre. Si bien nadie duda de su valía, pues ya ha demostrado estar a la altura pese a su edad, sin duda es demasiado joven para tener que soportar todo lo que está teniendo que vivir."
"Frida, hija de Finnulf","14/02/2024, 06:48","?Estás bien, muchacho? Sé que hace poco tiempo que nos conocemos, y que sólo soy una de las personas que tu padre ha contratado para que os protejan si surgen problemas durante el viaje, pero si hay algo que te preocupa, quiero que sepas que puedes contármelo. "
Beran de las montañas,"14/02/2024, 18:03","Estamos en tierras que una vez fueron colonizadas por los hombres, pero el paso del tiempo ha cubierto sus huellas"
Beli,"14/02/2024, 19:09","!Paparruchas! Ese hacha es una hermosa arma, forjada por un hábil artesano y por su nombre debía hacer un bello trabajo cuando se trataba de combatir a lobos o huargos.  Todos estamos cansados, lo entiendo, pero nos queda solo un último esfuerzo, pensad maese Trotter, que cuando salgamos del bosque, Caranthir os permitirá de nuevo sacarle el polvo a esa mandolina vuestra"
Caranthir,"15/02/2024, 17:58","Apresurémonos, debemos alejarnos de esta zona cuanto antes."
Maestro del Saber,"16/02/2024, 17:35","El pequeño Belgo parece escuchar las palabras de consuelo y ánimo que Frida le brinda, pero sin mirarla siquiera a los ojos, cabizbajo aún como si anduviera perdido en otros pensamientos. Beli igualmente intenta levantar la moral de toda la compañía, viendo que por momentos parece disminuir ante el caluroso día de otoño al que se enfrentan en este tramo del viaje.

Por su parte, Beran hace las veces de guardián y de explorador a la misma vez, sintiendo esa urgencia de hallar un lugar seguro lejos de aquella sensación que bombea su corazón; y es ese instinto el que gobierna sus pasos y le empuja a un lugar al margen del sendero. Caranthir también como si percibiera la Sombra caer sobre el grupo, lanza su advertencia y consejo con una misma frase, con la misma urgencia con la que el beórnida comienza a internarse entre los árboles."
Caranthir,"17/02/2024, 11:46","Maese Beli, seguid viajando por el camino. Si hiciera falta, marchad por los margenes para buscar la sombra. Pero no perdáis de visto el sendero. !Maese Beran!!Ése no es el camino!!Volved al sendero! Si os vierais obligados a abandonar el camino, marcad la ruta que sigáis para poder desandarla y encontrar el sendero."
Beran de las montañas,"18/02/2024, 19:28","!Os equivocáis, buen elfo! El sendero continúa sin descanso y no da tregua. No es mi intención perderme en el Bosque Negro, sino buscar un refugio seguro en las inmediaciones. !Allá lo veo! ?Lo veis? !Seguidme! Esa zona está refugiada, podremos descansar y recobrar fuerzas."
"Frida, hija de Finnulf","19/02/2024, 13:19","Que se te quite de la cabeza que vas a ir tú solo a buscarle. Beran es también mi amigo, y aunque no sé lo que le ocurre, quiero ayudar. Sólo dime que tengo que hacer, y seguiré tus instrucciones."
Beli,"19/02/2024, 14:26","Por las barbas de Durin, mientras yo sea el guía de esta expedición no dejaremos a nadie atrás. Maese Trotter, echadle una mano a Baldor y al joven Belgo con los ponis, y seguid a esos testarudos, yo cubriré la retaguardia... "
Maestro del Saber,"19/02/2024, 16:12","Beran iba al frente perdiéndose gradualmente entre los árboles y tras él Caranthir trataba de hacerle entrar en razón. La compañía atravesaba un momento cuanto menos delicado y aunque bien podrían haberse separado hasta que el elfo trajera de vuelta al beórnida, todos sus miembros estaban dispuestos a no dejar a nadie atrás. Belgo aprieta fuerte contra su pecho el colgante y comienza a correr detrás de todos, incluso soltando las riendas de la caravana de ponis; habla entre susurros, pero el ruido provocado por el movimiento apresurado de los pasos y de las ramas de los árboles golpeando los cuerpos de todos ahogan sus palabras. Baldor corre también detrás, olvidándose de su caravana.

Beran sigue sin que nadie pueda alcanzarle gracias a la ventaja que ya había ganado con respecto al resto. Su avance es tan decidido como eficaz, conduciéndole hasta una zona con mayor concentración de árboles, donde la sombra ofrece algo de consuelo de aquel calor que acompaña al viaje. El resto podéis ver las anchas espaldas del beórnida perderse entre esa maraña de árboles y arbustos hasta que escucháis un sonido, uno como de algo que se quiebra y entonces... Beran ya no está a vuestra vista."
Caranthir,"20/02/2024, 11:39","Volved al camino, insensatos. Os vais a perder si seguís actuando así."
Beli,"22/02/2024, 10:54",!Maese Trotter!
Trotter,"22/02/2024, 14:21","!Maese Beli, aquí estoy! !Los ponis están tranquilos por el momento, pero necesito vuestra ayuda para que sigan así!"
Maestro del Saber,"22/02/2024, 15:35","Gracias a tu estatura y tus habilidades de montañismo no te cuesta trabajo alguno el encontrar asideros en el pozo para lograr alcanzar la repisa; ahora sólo te queda agarrar la cuerda y trepar lo suficiente para asomar la cabeza y avisar a tus compañeros de tu sensacional hallazgo convencido de lo mucho que te lo agradecerán, al fin y al cabo los estás salvando de los peligros del camino. En esos pensamientos, al agarrar la soga este casi parece deshacerse en tus manos debido a su desgaste y se rompe nada más tantearla con algo de tu peso. Sin embargo, aún podrías continuar ascendiendo buscando nuevos asideros."
Belgo,"22/02/2024, 16:01",!Mamá! !Mamá!
Trotter,"22/02/2024, 16:08","Vuelve pequeño, no te pierdas.
En la turbia oscuridad.
Sal del sueño que te obceca.
!Ven aquí, no sueñes más!

Aquello que ahora estás viendo,
Eso no es la realidad.
Vuelve niño, sin engaños.
Conmigo siempre contarás."
Beli,"22/02/2024, 16:17","!Detente!, ?a dónde vas zagal?"
Maestro del Saber,"26/02/2024, 17:40","Atas la cuerda que llevas en la mochila en uno de los múltiples árboles cercanos, preocupado tan solo por descender por aquel pozo y dar así con Beran, aunque te preguntas si la seguridad del beórnida es verdaderamente tu prioridad para realizar ese descenso, y no el encontrar respuestas a preguntas que quizá no te hayas siquiera preguntado todavía.

Atrás tuyas oyes las voces de tus otros compañeros, pero estas parecen venir desde muy lejos, amortiguadas y carentes de interés para ti.

Cuando te preparas a bajar por tu cuerda, la cabeza de Beran se asoma por el hueco natural. Parece que el beórnida ha sabido salir por su propia cuenta. Al observar su cara, igualmente despreocupada como la tuya, incluso podrías decir que es un rostro que rebosa cierta paz, sonriente, por lo que llegas a entender que al fondo del pozo verdaderamente no hay peligro para ti o para los tuyos. Como si leyera tus pensamientos, Beran te dedica un asentimiento de cabeza: es un lugar seguro."
Beli,"06/03/2024, 03:57",Proteged al muchacho Frida
Trotter,"07/03/2024, 16:52","!Beli, Frida, hay antorchas en el carromato, coged una que quizá sea más efectivo que tratar de golpear las lianas!"
Beran de las montañas,"07/03/2024, 17:12","!Me alegro de encontraros de nuevo! ?Atendisteis a mi llamada? Aquí dentro estaremos seguros, es un lugar fresco y cómodo. Sin peligros. Al menos hasta que los albores del cielo nos presten un nuevo día. Subiré a echaros una mano, no hay nada que temer."
Maestro del Saber,"13/03/2024, 15:58","No te cabe ninguna duda de que pisas un terreno cargado de historia: aquí tu gente se asentó hace mucho tiempo, cuando el bosque aún era tan joven como lo erais vosotros. Buscas en tu memoria recuerdos y saberes ancestrales hasta llegar a descubrir que este lugar albergaba un santuario de inmaculada belleza como pocas veces se había visto en la Tierra Media. En él se realizaban rituales a las estrellas que protegían a los tuyos de todo mal habido y por haber, pues ninguna brecha era capaz de penetrar esas defensas. Los glifos perdidos podrían tener la clave, pero si fueras capaz de encontrarlos podrías tal vez traer de nuevo paz al corazón del bosque Negro y empezar a recuperar la gloria del Bosque Verde el Grande.

-!Me alegro de encontraros de nuevo! ?Atendisteis a mi llamada? - dice afuera Beran mientras termina el ascenso del pozo y sale al exterior con una habilidad prácticamente innata-. Aquí dentro estaremos seguros, es un lugar fresco y cómodo. Sin peligros. Al menos hasta que los albores del cielo nos presten un nuevo día. Subiré a echaros una mano, no hay nada que temer.

Sin embargo, esa voz queda para ti casi lejana, absorto en tus propios pensamientos y en los magníficos saberes que ahora sabes acaricias con tus manos."
El ser del pozo,"13/03/2024, 18:37","!Me alegro de encontraros de nuevo! ?Atendisteis a mi llamada?  Aquí dentro estaremos seguros, es un lugar fresco y cómodo. Sin peligros. Al menos hasta que los albores del cielo nos presten un nuevo día. Subiré a echaros una mano, no hay nada que temer."
Beli,"13/03/2024, 20:13","Beran, ?acaso no lo ves?, cuidado, estás en peligro, amigo!"
"Frida, hija de Finnulf","14/03/2024, 04:33","!Beran, cuidado!"
Trotter,"15/03/2024, 11:38","!Beran, necesitamos tu ayuda, ayúdanos a derrotar a esta criatura!"
Beran de las montañas,"16/03/2024, 07:09","!Os lo dije, maese! !Sabía que en algún lugar de este angosto bosque habría un refugio hogareño!  !Aguardad! Bajaremos con cuidado, uno a uno. Llevaré al joven Belgo al costado y Baldor puede seguirme. Le aseguro que el cordón élfico no permitirá resbalarse de las manos."
El ser del pozo,"18/03/2024, 19:27","!Aguardad! Bajaremos con cuidado, uno a uno. Llevaré al joven Belgo al costado y Baldor puede seguirme. Le aseguro que el cordón élfico no permitirá resbalarse de las manos."
Trotter,"19/03/2024, 23:24","!!Beran, por favor, reacciona, defiéndete!!"
Baldor,"20/03/2024, 16:47","!Te tengo! !Te tengo! No te perderé a ti también, hijo mío."
Maestro del Saber,"20/03/2024, 17:27","Sientes aflojarse el sorprendentemente fuerte abrazo de Belgo y, con ello, notas lo que podrías asimilar también a una especie de liberación. Sin embargo, el agarras con firmeza para disponerte a descender hacia el pozo, notando con cada movimiento ese rugoso tacto de la piel del muchacho. Baldor se encuentra justo al lado también, completamente preparado para bajar detrás tuya."
Beran de las montañas,"20/03/2024, 22:58","!Ya estamos aquí! Pronto bajarán Frida, Trotter y Beli, deberían seguirnos sin problemas. !Tu cuerda élfica es una maravilla! Apenas mis manos están enrojecidas y continúan temples al tacto."
Trotter,"22/03/2024, 15:51","""Oh, vagabundos de la tierra en sombras,
no desesperéis.  Pues aunque oscuros se alcen
todos los bosques terminarán al fin
viendo pasar el sol descubierto:
el sol poniente, el sol naciente,
el fin del día y el principio del día.
Al este o al oeste, los bosques acabarán... """
El ser del pozo,"23/03/2024, 13:08","""Oh, vagabundos de la tierra en sombras,
no desesperéis.  Pues aunque oscuros se alcen
todos los bosques terminarán al fin
viendo pasar el sol descubierto:
el sol poniente, el sol naciente,
el fin del día y el principio del día.
Al este o al oeste, los bosques acabarán... """
Beran de las montañas,"24/03/2024, 15:16","!Ahora lo veo, ahora lo veo compañero! Salgamos de aquí ahora que podemos, antes de que su embrujo se apodere de mi mente débil?"
Beli,"26/03/2024, 21:05","Bienvenido de vuelta Beran, regresáis cuando más os necesitamos"
"Frida, hija de Finnulf","27/03/2024, 14:54",!Aguanten! !Aguanten amigos!
Beli,"28/03/2024, 01:51","Seas lo que seas, no me llamaría hijo de Durín, si me rendiese o dejase atrás a algún compañero!"
Trotter,"31/03/2024, 18:14","Lo... Lo habéis conseguido. Caranthir, Beran, habéis estado un buen rato actuando de forma extraña, engañados por ese bicho... ?Qué podéis recordar de lo que os estaba sucediendo?
En cualquier caso, gracias por acabar con esa... cosa. Ha estado a punto de triturarme... ?Qué era? ?Un árbol quizás...? "
Beran de las montañas,"01/04/2024, 22:07","No sé que clase de criatura era, ni si se trata de magia oscura o la naturaleza misma. Lo que sí sé es que desde hace ya unos kilómetros la sensación de aprisionarme en su enredadera ha ido en aumento, hasta el punto de no poder evitarlo. Su poder alucinógeno me embaucó, haciendo que abandonase el camino. Os vi reír, cantar y bailar, alegrados por mi causa, mientras que Caranthir bajaba con su cuerda aterciopelada. Lo sentí fuertemente real, sentí que abajo era lo seguro y arriba lo peligroso. Puede ser que esa hoja antigua haya tenido un efecto en mí."
Beli,"02/04/2024, 10:24","Frida, Trotter, Beran, ?os encontráis bien? No tengo idea de a que oscura amenaza nos hemos enfrentado, pero ha estado cerca? Baldor, amigo, estamos a salvo! Reconozco que pensé que se trataba de historias que contaban las abuelas para asustar a los niños hobbits, pero ahora cominezo a dudar. Tal vez en el Salón del Bosque podamos preguntar por la historia de esa hoja y obtener alguna respuesta. Rápido, echadme una mano para sacar a nuestro amigo elfo del fondo del pozo, si lo conozco en algo te espera un buen rapapolvos, Beran!"
Caranthir,"02/04/2024, 12:42","Ahora ya sabéis mejor por qué, cuando se dice que no abandonéis el sendero, no se debe abandonarlo. Ahora aprisa, tenemos que volver y retomar la marcha, al menos hasta habernos alejado de aquí lo suficiente."
Baldor,"03/04/2024, 17:07","?De verdad que estamos a salvo? !Cuánto miedo he pasado! Ya pensaba que no lo contábamos. De no ser por vosotros...  Sólo de imaginar haber hecho este viaje con mi antigua escolta? Sin duda he tenido, hemos tenido suerte de haberos encontrado. Pero en verdad tiene razón Caranthir; aún no hemos salido del bosque Negro y no lo haremos hasta dentro de unos días por lo que reanudaremos la marcha en el momento que consideréis adecuado."
Belgo,"03/04/2024, 17:16",!Iré a por los ponis! !Confiad en mi!
"Frida, hija de Finnulf","04/04/2024, 06:03","Estoy tan feliz de que estén bien.  Ha sido una batalla difícil, pero verlos a todos a salvo hace que cada momento haya valido la pena."
Trotter,"04/04/2024, 15:22","Volvamos al sendero, tengo ganas de que lleguemos a nuestro destino y podamos descansar, pero como dice Caranthir, hasta que lo hagamos no debemos olvidar que seguimos en un lugar peligroso.

!En marcha, amigos!"
Beran de las montañas,"05/04/2024, 09:56","Mis disculpas, agraciada compañía. Os puse en peligro con mi actitud descontrolada. Aunque no pude manejar la totalidad de mis acciones, asumo mi responsabilidad. Con suerte estamos de pie y a salvo, si tan solo un descanso pueda recuperar nuestras fuerzas. Me siento aún un bisoño, pero lo bueno es que he aprendido mucho con esta extraña experiencia. Me alegra pensar que cuando concluyamos esta misión, nos espera Yule. Nuestros seres queridos escucharán atentos nuestras aventuras y, si de algo sirvió lo vivido, será porque ellos compartirán nuestra memoria a futuros aventureros."
Baldor,"06/04/2024, 17:10","Supongo que aquí es donde se separan nuestros caminos, mis estimados compañeros. Mi intención ahora es poner rumbo al sur para comerciar con los hombres del bosque y con los beórnidas. Estas tierras están protegidas precisamente por la gente de Beorn, por lo que hay poco peligro de bandidos y vuestros servicios no serán necesarios ya. Hicimos un trato, y habéis cumplido con creces, sería injusto pediros más, por lo que podéis tomar el pago prometido en monedas o escoger aquello que queráis de entre mis mercancías. Mi hijo y yo os estamos muy agradecidos"
Caranthir,"07/04/2024, 17:29","Espero que esta travesía, a pesar de los riesgos, haya servido para mostraros qué hacer en el Bosque Negro en ocasiones posteriores. Es un lugar plagado de peligros, pero futuros viajes serán más seguros si recordáis siempre tres máximas: llevad vuestro propio agua, nunca bebáis del Bosque Negro y permaneced en el sendero élfico. Y una última es válida para cualquier viaje: camina siempre junto a gente de confianza. Si no os importa, me gustaría acompañaros un tiempo más. Por supuesto, sin pediros paga alguna. Quisiera visitar a la gente del bosque para indagar sobre el ermitaño y al respecto de la hoja que nos entregó."
Trotter,"07/04/2024, 19:33","Si marcháis hacia el sur ahora, permaneceré con vosotros el tiempo suficiente para dirigirme hacia La Comarca. Pasaré unos días allí, visitando a mi familia para aprovechar las festividades."
Beli,"07/04/2024, 21:51","No tengáis tanta prisa en libraros de nosotros, buen Baldor, ?acaso pensasteis que os dejaríamos a vos y al joven Belgo con sus ponis, antes de saberos a salvo en el Salón del Bosque? Yo también tengo curiosidad por conocer a esos Hombres del Bosque y ver si es posible establecer algún tipo de ruta estable con el Reino Bajo la Montaña. Después pretendo regresar a Erebor, pues he dejado a mi primo a cargo de mis negocios y deseo saber como le va, ya se sabe que el gorrino solo engorda bajo el ojo del amo."
Maestro del Saber,"19/10/2023, 16:08","""!Ayuda! !Por favor, ayudadme!"""
Maestro del Saber,"19/10/2023, 18:42","La Compañía se encuentra cerca del lago Largo, a campo a través. Estáis de camino en dirección al agujero hobbit construido hace un tiempo por orden de los enanos de la Compañía de Thorin Escudo de Roble, una morada humilde pero tremendamente cómoda, en el que temporalmente habita Trotter desde su regreso de las ciénagas Largas y que ha servido en incontables ocasiones de lugar de reunión para todos vosotros.

Habéis pasado unos meses tranquilos y provechosos, merecidos al fin y al cabo, pues aunque las heridas y ampollas del viaje se restablecieron con los días, aquellas que quedan en la memoria cuestan más de cerrar como bien podría decir Caranthir. A vuestro lado camina también Frida, hija de Finnulf, una mujer del Lago tan alta como Beran con la que habéis congeniado en vuestra estancia en Esgaroth desde vuestro regreso triunfal con los enanos desaparecidos, Balin y Óin. Sus padres forman parte del Consejo cívico de la ciudad del Lago y a través de ellos fue como la conocisteis pero aunque cualquiera podría haber dicho que ella seguiría sus mismos pasos, nada más verla entendisteis que no sería así: el brillo en sus ojos parecía decir de ella que había nacido para una vida distinta, una vida quizá como la vuestra.

Las ruinas de la vieja ciudad del Lago son claramente visibles en el agua. Pilares ennegrecidos sobresalen como costillas y, cuando el agua está muy, muy quieta, a veces se pueden divisar los huesos de Smaug el Terrible. Beli llegó a escuchar incluso que de vez en cuando, alguna gema del fabuloso chaleco de diamantes del dragón es arrastrada hasta la orilla, pero aún no habéis tenido la dicha de encontrar ninguna."
Belgo,"03/11/2023, 19:02","!Ayuda! !Por favor, ayudadme! !Mi padre, sus guardias quieren matarle!"
Beli,"04/11/2023, 08:48","Si las únicas fuentes que vais a considerar al respecto como válidas son las de tradición élfica, entonces no tengo mucho más que añadir, maese Caranthir, pero debéis saber que en la época de Dhain I se grabó una placa conmemorativa que todavía se conserva en los salones de Erebor, cuando gustéis yo mism... ?Qué ocurre, pequeño?, ?de que guardias hablas?, cálmate y respira profundo y después dinos que está pasando para que podamos ayudarte..."
Trotter,"04/11/2023, 16:31","Tranquila; ahora Caranthir comenzará a mirar al infinito durante un rato hasta que a Beli se le olvide la historia, y dentro de media hora serán mejores amigos de nuevo. Por lo menos durante un par de horas. No te preocupes, vamos a ayudarte. Pero párate un momento y escucha a Beli; toma aire y respira antes de hablar. Necesitamos que nos cuentes lo que ha pasado con un poco más de detalle; si vas tan atropellado se te pueden olvidar cosas importantes, y necesitamos todos los detalles para ayudar a tu padre."
Beran de las montañas,"05/11/2023, 21:38","Tranquilo, pequeño. Estamos aquí para ayudarte. Cuéntanos lo que ha sucedido y haremos lo que esté en nuestras manos para ayudar a tu padre"
Belgo,"07/11/2023, 11:09",!Mi padre! !Vamos hacia el bosque Negro y quieren matarle! !Me dijo que echara a correr! !Que buscara ayuda! !Ayudadme! !No hay tiempo!
Caranthir,"07/11/2023, 12:01",Vayamos pues a echar un vistazo.
Beran de las montañas,"07/11/2023, 17:44","?Ibais al Bosque Negro, pequeño? ?Solos padre y tú? Llévanos, pequeño, pero no te adelantes más que nosotros. Debemos protegerte."
"Frida, hija de Finnulf","07/11/2023, 19:45",Estoy de acuerdo con Caranthir. Vayamos a ver qué ocurre y cómo podemos ayudar
Matones,"08/11/2023, 16:28",!Largaos! !Esto no os concierne!
"Frida, hija de Finnulf","08/11/2023, 19:21","!Jonar, Kelmund, Finnar, dejad tranquilo a ese pobre hombre, y largaos de aquí! !Pensaba que después de haber estado al servicio del antiguo gobernador no podíais caer más bajo, pero ya veo que estaba equivocada. !Vosotros decidís! !Quedaros, y que el Bosque Negro se convierta en vuestra tumba, o marcharos, y poder ver un nuevo amanecer!"
Matones,"08/11/2023, 20:22","Te conocemos también, niñita de papá, no estás cerca de tu amado Consejo cívico para protegerte. Este hombre nos ha engañado; sólo estamos recuperando lo que se nos debe. !Nada más!"
Beran de las montañas,"08/11/2023, 22:15",?Os debe un tronco podrido? Para eso no hace falta levantar espadas. !Bajad armas!
Beli,"09/11/2023, 06:46","No se si sabéis contar o si sois todavía más estúpidos de lo que parecéis. Si tenéis algún reclamo hacedlo, pero con las armas en sus fundas, de lo contrario os daremos el mismo trato que se les da a los bandidos en todo Rhovanion."
Trotter,"09/11/2023, 10:04","Como bien dice Beli, los números no os favorecen. Si tenéis problemas con este hombre, estoy seguro de que el consejo cívico podrá mediar para resolverlos, pero la violencia no es el medio. Retiraros, por favor."
Matones,"09/11/2023, 12:19","El trío de matones instintivamente dieron un paso atrás cuando Beran asió su gran hacha frente a ellos. No sólo era el tamaño del arma lo que les podía intimidar, si no el propio beórnida en sí.

- Tú - dice Jonar a Trotter, aunque con un tono de voz mucho menos autoritario y bravucón - Sí, tú pareces un tipo más sensato que tus compañeros, y seguro que mucho más inteligente, de eso no me cabe duda. Sólo os pedimos que nos dejéis cobrarnos nuestro trabajo. Todo lo que tenéis que hacer es ignorar lo que está sucediendo por un minuto o menos, y después mantener la boca cerrada - en sus labios se perfila una sonrisa nerviosa y rastrera - No os iréis con las manos vacías, os ofrecemos una parte de su mercancía.

Aunque el tal Jonar parece dispuesto a jugar quizá su última carta, los otros dos siguen demasiado intimidados como para intervenir o, quién sabe, incluso levantar sus armas en caso de que estallara el combate."
Caranthir,"09/11/2023, 13:05","Si lo que buscáis es cobrar, estoy seguro de que vuestro patrón estará más que dispuesto a cumplir con su parte del trato una vez le escoltéis a su destino. Pero me temo que éste no es el mejor lugar para reclamar paga alguna. Y que la mercancía de este buen hombre está destinada a la venta en otra parte, no a terminar en vuestros bolsillos. O en los nuestros, para variar."
Trotter,"09/11/2023, 13:19","Como os he dicho, en la ciudad hay un consejo cívico para tratar estos asuntos, y actuarán de forma justa. Si este hombre os debe dinero, podéis acudir a ellos con toda tranquilidad para resolver vuestras diferencias, pero como dice mi amigo elfo, el momento de cobrarlo no es ahora, ni la forma es esta."
Matones,"10/11/2023, 12:23","Déjalo, no merece la pena. Sí, vámonos - añade el segundo - ya ajustaremos cuentas en otro momento. Vosotros ganáis. Pero esto no quedará así; como que me llamo Jonar que recordaréis este día."
Baldor,"10/11/2023, 12:29",!Muchas gracias! !Muchas gracias! Habéis llegado justo a tiempo. De no ser por vosotros no sé que habría sido de mi o de mi hijo.
"Frida, hija de Finnulf","10/11/2023, 18:13","Siempre es un placer ayudar a que alguien se libre de personas tan indeseables como lo son Jonar, Kelmund y Finnar. Soy Frida, hija de Finnulf ?Puedo saber vuestro nombre, y el de vuestro hijo, y, si no es indiscreción preguntar, los motivos que han hecho que os hayáis internado en el Bosque Negro junto a esos tres rufianes?"
Baldor,"10/11/2023, 19:11","Mi nombre es Baldor, y este pequeño es mi hijo Belgo - os dice recomponiéndose aún del susto - Soy un sencillo mercader ambulante y me disponía a atravesar el bosque Negro con mi caravana de mercancías. A todo esto, Belgo - dice al chico - ?por qué no vas a ver a dónde han ido los ponis? Seguro que no han ido muy lejos. Llevamos herramientas de hierro y juguetes de Valle para vender a la gente del salón del Bosque. No os preocupéis, ya he logrado concertar con los elfos para que nos dejen pasar por sus tierras. Soy conocedor de que el bosque Negro es peligroso, por lo que busqué en Esgaroth guardias que fueran lo suficientemente valerosos como para arriesgarse a cruzar el bosque - niega repetidas veces cabizbajo - Por lo visto, escogí bastante mal. Debieron pensar que asaltar mi caravana era más provechoso y mucho más seguro que arriesgarse a adentrarse en el bosque Negro."
Caranthir,"11/11/2023, 12:16","Si teníais permiso, os hubiera salido más a cuenta solicitar a los almadieros del rey que os acompañasen con vuestra mercancía cuando remontan el Río del Bosque. Es una ruta más segura que aventurarse por tierra."
"Frida, hija de Finnulf","13/11/2023, 14:14","Encantada de conoceros. Estos son Beli, Beran, Caranthir y Trotter. La próxima vez, procurad escoger mejor a los guardias que contratais, pues no siempre vais a tener la suerte de que haya alguien disponible para ayudaros ?Hay algo más en lo que podamos ayudaros antes de continuar nuestro viaje? "
Beli,"13/11/2023, 16:05","Le echaré una mano al muchacho con los ponys, no vaya a ser que esos desalmados estén todavía por los alrededores"
Belgo,"13/11/2023, 16:52",!Encontré los ponis! !Y no falta nada!
Baldor,"13/11/2023, 17:05","El placer es sin duda mío -  dice dedicándoos un saludo a cada uno de vosotros - e intentaré tener mejor ojo en el futuro. Supongo que la mala suerte volvió a actuar en mi contra. Tengo previsto reunirme con unos amigos elfos justo en el lindero del bosque Negro para acompañarnos río arriba en sus almadías; - dice en referencia a lo dicho por Caranthir - les conozco de hace tiempo y está todo acordado ya. Le agradezco su preocupación - termina con una sonrisa sincera.  Y respondiendo a su pregunta, Frida... en verdad sí que hay algo que podrían hacer. Como habrán visto, los puestos de guardias se han quedado libres y no sé si tendré tiempo de volver a la ciudad para contratar unos nuevos... ?sería mucho abuso de confianza si les pidiera formar parte de la caravana? No creo que pueda encontrar mejor escolta. Os pagaría de la forma que prefieran, o bien en dinero o bien en mercancías, una vez lleguemos a la puerta del Bosque; tenéis mi palabra."
Beli,"13/11/2023, 17:48","!Bien hecho, chico! !Te has portado como un valiente, tu padre estará orgulloso de ti!"
