Id,Category,Topic,Source,Headline,Text,Link
526,Fake,Politics,Retroceso,"""Al diablo con los empresarios, que se largen"": AMLO2018","""Al diablo con los empresarios, que se largen"": AMLO2018
Los empresarios de todo el país han tomado la decisión de apoyar el proyecto de Ricardo Anaya, pues es evidente que Andrés Manuel López Obrador, tiene conflicto de intereses con todos ellos a quienes denominó ""minoría rapaz"", el problema no es que él esté peleado con ellos, el verdadero problema es que se llevarán todas sus inversiones del país y habrá desempleo en abundancia.
Esa minoría rapaz a la que se refiere nuestro viejito son los que generan más de *NUMBER* millones de empleos anuales y que han traído inversión al país. Un gran crisis se aproxima, los grupos de empresarios están muy nerviosos por que el modelo de gobierno de Andrés Manuel López Obrador será migrar de El Populismo a el Socialismo, sí así como en Cuba, sí, así como en Venezuela, nomas hay que meterle tantito coco.
La Venezolización se aproxima y los empresarios se han prevenido ya, listos para retirar sus inversiones de México. No arriesgaran su capital, a los saqueos, no lo arriesgaran y se irán pronto.
Es lo que el Chairo no puede ver por que está idiotizado con AMLO por que realmente, consideran que él es la solución para todos los problemas que enfrentará nuestro hermoso y maravilloso México, que lastima.
Así pasará, así como lo dijo el Mesías ""Al diablo con las instituciones"" también será ""Al diablo con los empresarios"".",https://retroceso.com/2018/05/29/al-diablo-con-los-empresarios-que-se-largen-amlo2018/
527,Fake,Politics,El Dizque,El luchador Octagón también se lanzará por la presidencia de la república,"El luchador Octagón también se lanzará por la presidencia de la república
Octagón, el amo de los ocho ángulos, el hombre que marcó un antes y un después en la historia de la lucha libre mexicana, el ídolo, el luchador que, emulando a José López Portillo, defendió su nombre como un perro, ahora busca nuevas metas.
Debido a que su asociación de luchadores está resultando ser todo un éxito, ahora se siente motivado, a un nivel tal como para lanzarse por la presidencia de la república.
""Ya lo pensé, y pos no hay peor lucha que la que no se hace"", declaró Octagón. ""Mis seguidores dicen que me anime, porque si yo soy el máximo ídolo que ha dado el cartómetro del ring, si yo fundé AAA, si yo diseñé mi equipo de lucha, que diez años antes me fusiló el Kato Kung Lee; y si Chuck Norris me rindió homenaje haciéndome una película aún antes de que debutara con este nombre, pues no hay razón alguna como para que no pueda irme por la grande y partírsela al AMLO, a la Zavala y al Quadri"".
El partido de Octagón, será el Partido Unico de Reintegración Auténtica (PURA), que estará aliado con la Coalición de Hermandades Afiliadas al Movimiento del Barrio Autónomo (CHAMBA).
""¡La alianza PURA CHAMBA será invencible!"", rugió Octagón.
Octagón dice estar muy feliz con este nuevo reto, y que si aguantó tantos años entre juicios por su nombre y salió ganador, no duda que en las elecciones pase lo mismo.
""Es cosa nomás de ser paciente, pero esto no hará que descuide mis labores dentro de mi asociación 'Échenme aire'. Ora sí, ¡cuídate, Pedrito Sola!"", finalizó.",https://www.eldizque.com/el-luchador-octagon-tambien-se-lanzara-por-la-presidencia-de-la-republica/
529,Fake,Politics,EL MUNDO TODAY,Puerto Rico pide ayuda a la comunidad internacional tras la catastrófica visita de Trump,"Puerto Rico pide ayuda a la comunidad internacional tras la catastrófica visita de Trump
""ESTAMOS DESAMPARADOS"", DICE EL GOBERNADOR DE LA ISLA
Tras el desastroso paso del presidente de Estados Unidos, Donald Trump, por Puerto Rico hace casi una semana, la población enfrenta una crisis humanitaria que puede agravarse si la isla no recibe asistencia inmediata por parte de la comunidad internacional, según alertan diversos medios internacionales.
""Trump visitó durante cinco horas la isla y detrás de él lo dejó todo arrasado y la gente se siente más desamparada que antes, cuando sólo había ocurrido lo del huracán"", confirmaba ayer a la prensa el gobernador Ricardo Rosselló, asegurando que no hay ningún rincón de la isla que no se haya resentido del severo golpe dado por Trump, quien ha tildado su visita a la isla de ""divertida"".
""Ha sido una auténtica catástrofe en la que nos hemos sentido totalmente desamparados, tras su paso sólo campan la desesperanza y la sensación de que está todo perdido"", ha insistido el gobernador.
Según explica, la ayuda humanitaria no está llegando y precisan de asistencia internacional ""cuanto antes"". Rosselló ha sugerido también que, tras ayudar a Puerto Rico, se asista de inmediato al territorio continental de Estados Unidos ""donde la amenaza allí se vive cada día y Trump puede golpear en cualquier lugar del territorio y en cualquier momento"".
Por ahora, la cifra oficial de víctimas mortales del ciclón Trump no es elevada, aunque se espera que sus planes para la Sanidad y el Medio Ambiente tengan resultados catastróficos.",http://www.elmundotoday.com/2017/10/puerto-rico-pide-ayuda-a-la-comunidad-internacional-tras-la-catastrofica-visita-de-trump/
531,Fake,Politics,Facebook /El señor López,"AMLO: Quién tenga dos propiedades o más, solo podrá quedarse con una","Se confirmó que López Obrador, en reunión con los coordinadores de #MORENA anunció que una de sus primeras acciones de gobierno será revisar en el registro público de la propiedad quién tenga dos propiedades o más, solo podrá quedarse con una y las demás tendrá que dárselas al Estado para que puedan vivir ahí las personas que no tengan hogar.",https://www.facebook.com/ElSenorLopezo/photos/a.732193623617702.1073741828.726824187487979/747987095371688/?type=3&theater
533,Fake,Politics,Nación Unida,"Se acerca la derrota, y el PRI le retira apoyos a Meade y a sus candidatos.","Se acerca la derrota, y el PRI le retira apoyos a Meade y a sus candidatos.
La dirigencia del Partidо Revоluciоnariо Instituciоnal (PRI), a cargо de René Juárez Cisnerоs está abandоnandо a sus candidatоs, refiere el рeriódicо El Universal.
Según la cоlumna Bajо Reserva, ""cоnfоrme se acerca la elección del *NUMBER* de juliо, se cоnоcen algunas diferencias entre el PRI y sus candidatоs, esрecialmente en estadоs dоnde habrá elección a gоbernadоr"".
En días рasadоs, el cоlumnista Salvadоr García Sоtо de El Universal diо a cоnоcer que diversоs emрresariоs y el рrорiо рartidо estaba ""cerrandо la llave"" a Jоsé Antоniо Meade роr el bajо rendimientо del candidatо quien hasta la fecha nо sale del tercer lugar, рerо рarece que las restricciоnes ecоnómicas nо se limitan a él, sinо a tоdоs.
""En рrivadо, algunоs asрirantes se quejan de la falta de aроyо роlíticо, рerо sоbre tоdо ecоnómicо, de la dirigencia naciоnal, que encabeza René Juárez Cisnerоs"", indica.
Enrique Dоger, роr ejemрlо, el candidatо del PRI en Puebla, acudió la semana рasada a las оficinas de Insurgentes Nоrte (sede del PRI Naciоnal), рara sоlicitar aроyо.
""Llevaba lista su renuncia a la candidatura al gоbiernо роblanо cоmо рarte de su estrategia рara cоnseguir el aроyо del PRI naciоnal"", indica el artículо.",https://nacionunida.com/2018/06/11/se-acerca-la-derrota-pri-le-retira-apoyos-meade-candidatos/
541,Fake,Politics,El Dizque,Ricardo Anaya hará la última parte de su campaña en Rusia,"Ricardo Anaya hará la última parte de su campaña en Rusia
A dos semanas de las elecciones, los candidatos presidenciales han visto opacadas sus campañas debido al Mundial de Rusia, en especial después de que México derrotara a Alemania en su primer juego.
Al menos en el caso de Ricardo Anaya, abanderado de la coalición Por México al Frente, esto ha significado una oportunidad para replantear su estrategia en esta recta final, y para ello viajará a Rusia para hacer allí sus últimos actos de campaña.
""Le recomendé a Anaya ir a Rusia, despejarse y hacer proselitismo"", señaló el publicista Carlos Alazraki. ""En Rusia encontrará a muchos mexicanos que estarán dispuestos a escuchar su mensaje y que, sin duda, se convertirán en sus partidarios y votarán por él el próximo *NUMBER*º de julio"".
No sabemos por qué Anaya le hizo caso a Alazraki, quien desde el mes pasado se incorporó a la campaña de José Antonio Meade, pero el hecho es que la idea le gustó, y ya tiene sus boletos para los juegos de México ante Corea del Sur y ante Suecia.
El candidato partió esta mañana desde el Aeropuerto Internacional de la Ciudad de México, y se dice que lo fueron a despedir Roberto Gil Zuarth, Luis Felipe Bravo Mena, Felipe Calderón y Rafael Moreno Valle, quienes declararon que querían asegurarse de que abordara el avión.",https://www.eldizque.com/ricardo-anaya-hara-la-ultima-parte-de-su-campana-en-rusia/
542,Fake,Politics,Retroceso,EEUU: Lista la Flota del Pacífico para intervenir en puertos mexicanos,"EEUU: Lista la Flota del Pacífico para intervenir en puertos mexicanos
Los ejercicios militares anuales más grandes conocidos como RIMPAC *NUMBER* en los que participa México y Estados Unidos así como otras naciones del Pacífico ocurren justo cuando el escenario electoral en nuestra nación se encuentra en un momento de incertidumbre por lo que se encuentran listos para intervenir.
Ayer en Hawaii el mensaje de hermandad emitido por el almirante John C. Aquilino, comandante de la flota del Pacífico de los Estados Unidos, dejó claro que el apoyo militar signado con las naciones participantes es total e incondicional cuando alguna de ellas se encuentre en peligro.
Se trata de la demostración militar más grande del planeta, con *NUMBER* naves y submarinos y cerca de *NUMBER* mil efectivos militares, donde México participa con el buque insignia ARM Usumacinta (A-*NUMBER*).
En caso de un brote de violencia a partir de las elecciones de este domingo, la gran Flota del Pacífico está lista para intervenir los puertos mexicanos, desde Acapulco, hasta Guaymas y todos los de la península de Baja California, a fin de salvaguardar en apoyo la paz y la tranquilidad de la nación mexicana, tal y como ha sido convenido con el Comando Norte (NorthCom), en los acuerdos de cooperación para la seguridad de América del Norte.
México pertence al Comando Norte de ayuda mutua, y sus fuerzas armadas tienen esquemas de operación signados.
Por lo pronto, toda la flota se encuentra en las inmediaciones de Hawaii, preparados para una movilización que tendría respuesta en menos de *NUMBER* horas, en caso de que el estado mexicano así lo requiera.",https://retroceso.com/2018/06/29/eeuu-lista-la-flota-del-pacifico-para-intervenir-en-puertos-mexicanos/
543,Fake,Politics,El Dizque,La Cámara de Diputados aprueba una ley para declarar ilegal el futbol en México,"La Cámara de Diputados aprueba una ley para declarar ilegal el futbol en México
Durante años, el balompié ha sido criticado por considerársele una herramienta para mantener al pueblo distraído y enajenado, además de representar un paradigma del consumismo y del rezago intelectual de las masas.
Con tales argumentos, el diputado independiente Sófocles Pacheco logró que fuera aprobada una ley para que este deporte fuera declarado ilegal en todo el territorio mexicano.
En entrevista exclusiva, el diputado Pacheco no dijo: ""Todos sabemos que basta con que haya futbol en la televisión, principalmente cuando juega el América o cuando juega la Selección, y ¡cuas! De un momento a otro, a nadie le importa lo que está pasando en el país. No le importan crisis ni gasolinazos ni aumento en la delincuencia ni nada… Es por ello que presenté esta iniciativa, que afortunadamente fue aprobada por apabullante mayoría"".
— ¿Y cómo logró que toda la cámara diera una respuesta tan inesperada, diputado?
— Fue sencillo. Sólo les dije a los compañeros, unos cinco minutos antes de acabar la sesión, que tenía una importantísima propuesta sobre futbol. 'Siendo de futbol, pues ya sabes que está aprobada', me dijo un priísta. 'Es más, yo pongo mi casa si alguien más pone las botanas', agregó uno del PAN.
El diputado remató afirmando con orgullo: ""¡El sistema funciona!"".",https://www.eldizque.com/la-camara-de-diputados-aprueba-una-ley-para-declarar-ilegal-el-futbol-en-mexico/
546,Fake,Politics,Retroceso,"""Me vale madre, Tromp o nos respetas o entraremos en guerra"": AMLO","""Me vale madre, Tromp o nos
respetas o entraremos en guerra"":
AMLO
México, el líder y
candidato a la
Presidencia de la
República Mexicana, Andrés
Manuel López Obrador
(AMLO) ha hecho pública
algunas declaraciones sobre la
relación negativa que tiene
nuestro país tricolor con el de
las barras y las estrellas, ante
estos ataques de Donald
Trump dijo lo siguiente:
""Tromp trompin trompetín,
mira nos vas a respetar por las
buenas o por las malas, me
vale madre chachalaca que
entremos en guerra""
""A nosotros los mexicanos se
nos tiene que respetar, ya
estuvo bueno de que le andes
haciendo el juego a la mafía
del poder, trompín"" nalizó
el candidato presidencial.
Inmediatamente puso en
ALERTA roja a todos los
inversionistas quienes en
estos momentos están en una
reunión privada para ver de
qué manera contrareatan el
devastador golpe a las
inversiones con estas
declaraciones de Andrés
Manuel que incitan a un
conicto
internacional.",https://retroceso.com/2018/05/26/me-vale-madre-tromp-o-nos-respetas-o-entraremos-en-guerra-amlo/
550,Fake,Politics,El Ruinaversal,Confirmado: PRI expulsa a Meade del partido por los malos resultados que tuvo en la elección *NUMBER*,"Confirmado: PRI expulsa a Meade del partido por los malos resultados que tuvo en la elección *NUMBER*
México.- En conferencia de prensa el líder nacional del PRI, René Juárez Cisneros, informó a los medios que ""por diferencia irreconciliables"" el excandidato presidencial, José Antonio Meade, a partir de hoy ya no milita más en su institución política, señalando que ""llegaron a buenos términos"" y le desean el mejor de los éxitos en sus planes profesionales y personales.
René evadió dar una respuesta concreta sobre los detalles de la salida de su expresidenciable, mencionado que ""el mal resultado que tuvo en las elecciones *NUMBER* definitivamente afectó su relación laboral"":
""Entiendo su postura de que se molestara porque le llamamos la atención al no dar los resultados esperados; él argumenta que el triunfo o fracaso de una campaña es resultado de un trabajo en equipo, pero tambien debe entender que al final de cuentas era la imagen y la gente iba a votar por él, no por el partido.
Fueron errores de ambas partes (aunque más de Meade), por eso decidimos terminar todo por la paz y desearle suerte en sus próximos proyectos que no se desarrollarán más en el PRI"", dijo.
Aunque Cisneros especificó que terminaron la relación laboral de forma amistosa, un grupo de reporteros reveló que en realidad la salida de José Antonio ""fue de forma déspota y grosera"": ""al PRl no le dolió tanto perder, sino que un candidato más odiado como Anaya les ganara, y tuvieran que pasar la vergüenza de quedar en tercer lugar.
Por supuesto Meade se defendió argumentando que la mala reputación de Peña Nieto y del partido provocaron el fracaso, pero finalmente Carlos Salinas de Gortari, el verdadero mandamás del PRI, enfureció por los resultados y decidió despedirlo sin darle algún finiquito.
Ellos invirtieron mucho dinero en su campaña, de hecho es la elección en donde el PRI más ha invertido capital, pero la figura escuálida de Meade provocó que pasaran totalmente desapercibidos. Lo consideran como el error más grande y toda la culpa se la quiere echar a él"", relató un investigador.
Según el periodista, José Antonio ya se reunió con López Obrador para que ""le perdone sus pecados"" y lo integre a su nuevo gabinete: ""AMLO es mucho de dar segundas oportunidades porque confía en que la gente recapacita de sus errores. Independiente de haber sido parte del PRI, considera que Meade es un político muy preparado, y si bien no le ha dado el sí para integrarse a MORENA por lo menos lo esta analizando, por lo que Meade podría dar la sorpresa de integrarse al gabinete de AMLO cuando haga su toma de protesta el próximo *NUMBER* de julio"", relató un periodista.",http://www.elruinaversal.com/2018/07/05/confirmado-pri-expulsa-a-meade-del-partido-por-los-malos-resultados-que-tuvo-en-la-eleccion-2018/
556,Fake,Politics,Retroceso,¡ALERTA! Ochoa Reza llegó a MORENA; dice que AMLO,"¡ALERTA! Ochoa Reza llegó a MORENA; dice que AMLO será el mejor presidente mexicano de la historia.
MÉXICO.- Ahora Enrique Ochoa, luego de su desplazamiento del Partido Revolucionario Institucional (PRI), ha salido nuevamente a la luz para dar a conocer su salida del Partido tricolor y así mismo informar que ahora formará parte del Movimiento de Regeneración Nacional.
Ochoa Reza quien ha sido señalado por escándalos multimillonarios en la Comisión Federal de Electricidad, es ahora el nuevo abanderado de MORENA y con un cambio total en su discurso afirma lo siguiente:
"" Morena es la esperanza de México y todos nosotros, López es un hombre honesto y con sentido común, no me queda duda que aveces cometemos errores pero que hemos sido hombres de bien ""
Uno más purificado por el Mesías Andrés Manuel López Obrador, que llega a su partido político.",https://retroceso.com/2018/06/10/alerta-ochoa-reza-llego-a-morena-dice-que-amlo-sera-el-mejor-presidente-mexicano-de-la-historia/
559,Fake,Politics,Hay noticia,"El Partido Popular denuncia a la marca ""Chorizos PP"" por desprestigiar su imagen","El Partido Popular denuncia a la marca ""Chorizos PP"" por desprestigiar su imagen
El Partido Popular ha interpuesto una demanda contra la marca ""Chorizos PP"" de León porque según ellos ""Es una clara mofa hacia nuestro nombre y lu único que pretende es desprestigiar la marca de nuestro partido"" según se explica en la denuncia.
El dueño de la marca se ha defendido de tales acusaciones alegando que la marca ""Chorizos PP"" existe desde al año *NUMBER*, antes de que ni siquiera existiera el Partido Popular, y que además responde a las siglas de Pablo Pérez, padre del actual dueño de la marca y fundador de la misma. ""Que se sientan ofendidos por una marca de chorizos dice mucho de ellos mismos"" explica el dueño de ""Chorizos PP"".
De momento el tema todavía está en los Juzgados, pero de seguir adelante la demanda el propietario de Chorizos PP estaría obligado a cambiar de nombre además de enfrentarse a una sanción de hasta *NUMBER*EUR por calumnias.",https://haynoticia.es/el-partido-popular-denuncia-a-la-marca-chorizos-pp-por-desprestigiar-su-imagen/?memeo
560,Fake,Politics,Modonoticia,"AMLO le responde a Carlos Salinas: ""Conmigo","AMLO le responde a Carlos Salinas: ""Conmigo no te metas calvo ratero porque yo…""
El candidato presidencial por el partido MORENA, Andrés Manuel López Obrador no se hizo oídos sordos ante las palabras del ex mandatario Carlos Salinas de Gortari, quien dijo que no se iría de México porque le quiere hacer la vida imposible a él.
AMLO respondió con gracia y sin miedo.
""A este señor hay que ponerlo en su lugar, piensa que aun tiene poder de convocatoria y no se ha dado cuenta que ya no es nadie, solo un criminal"", señaló.
Asimismo, culminó diciendo: ""Conmigo no te metas calvo ratero porque yo si te pongo en tu lugar"".",http://modonoticia.com/2018/06/10/amlo-le-responde-a-carlos-salinas-conmigo-no-te-metas-calvo-ratero-porque-yo/
562,Fake,Politics,La otra opinion,El papa rechaza a AMLO: Las ideologías terminan en dictaduras,"El papa rechaza a AMLO: Las ideologías terminan en dictaduras
En una evidente respuesta (indirecta) al acercamiento que buscaría Andrés Manuel López Obrador con el papa Francisco I para que resuelva el problema de la violencia en México, el pontífice expresó un posicionamiento de rechazo contra quienes usan a los pobres para fines políticos, tal como lo hace el llamado ""líder mesiánico"".
Durante un sermón de julio de *NUMBER*, el monarca católico dijo a los fieles que las ideologías son malas, parciales y no sirven, y puso como ejemplo que en el siglo pasado los países en donde se aplicaron ideologías, se convirtieron en dictaduras.
El populismo y el socialismo son ideologías que se implementaron en varios países el siglo pasado y fracasaron. Algunos ejemplos destacados son Chile, Argentina y, el más reciente; Venezuela.",https://www.laotraopinion.com.mx/el-papa-rechaza-a-amlo-las-ideologias-terminan-en-dictaduras/
563,Fake,Politics,Censura 0,"Angélica Rivera: ""AMLO no llegará a ser presidente ¿Quién quiere un pobretón de líder?""","Angélica Rivera: ""AMLO no llegará a ser presidente ¿Quién quiere un pobretón de líder?""
La primera dama Angélica Rivera vuelve a dar de que hablar luego que un periodista le preguntara que opina sobre la candidatura de Andrés Manuel Lopéz Obrador a la presidencia de México y sus palabras dejaron mucho que desear.
""Ese señor no tiene la capacidad para liderar a toda una nación, no está preparado, es más, estoy segura que no llegará a la presidencia"" señaló.
Asimismo cuestionó al periodista que le hizo la pregunta y le dijo: ""Dime tu, ¿Quién quiere un pobretón de líder?""
Sus palabras han hecho que en las redes sociales la destrocen como nunca",http://censura0.com/2018/04/03/angelica-rivera-amlo-no-llegara-a-ser-presidente-quien-quiere-un-pobreton-de-lider/
564,Fake,Politics,El Dizque,Chicharito Hernández toma el lugar de Meade como candidato del PRI,"Chicharito Hernández toma el lugar de Meade como candidato del PRI
Tristes momentos ha vivido el Partido Revolucionario Institucional en esta campaña presidencial, pues José Antonio Meade nunca despegó, a pesar de que se intentó de todo:
Se intentó convencer a la gente de que él no es un priísta, sino un ciudadano.
Se intentó hacer ver que él es una persona honesta, y que por eso el PRI lo apoyaba.
Se intentó hacer ver que él es el candidato más preparado, aunque nunca ha gobernado.
Se intentó hacer ver que él es una persona como cualquiera, y que hasta se sube al metro, aunque no sea en horas pico.
Pero ni así. Meade se perdió en los últimos lugares, y aunque hubo una encuesta que lo ponía en segundo lugar, se descubrió que fue realizada por la misma empresa que se encargó de hacer la encuesta para que el metro subiera a cinco pesos.
Ante ello, el PRI, en un intento desesperado por ganar otra vez la presidencia del país, ha tomado una decisión fundamental, que es la de cambiar al candidato. Así que ahora será Javier Hernández, mejor conocido como Chicharito, el que haga frente a la contienda.
En su primera entrevista como candidato, Javier Hernández nos dijo que se siente muy feliz con la oportunidad, que con él si se va a lograr un cambio, así como cuando lo cambian a él en cada equipo que juega o como cuando entra de cambio.
""Yo siento muy en mí los colores del PRI. De hecho, como son los mismos que los de la Selección Nacional, por eso acepté este reto, porque además de ser talentoso y famoso, conozco el hambre y la miseria, porque jugué en las Chivas"".
Chicharito comenzará su campaña como candidato con el lema #ChícharoSíLaMete.",https://www.eldizque.com/chicharito-hernandez-toma-el-lugar-de-meade-como-candidato-del-pri/
568,Fake,Politics,La neta virtual,Gobierno de Canadá exige a México que se rinda cuentas de los donativos hechos para los damnificados por el terremoto.,"Gobierno de Canadá exige a México que se rinda cuentas de los donativos hechos para los damnificados por el terremoto.
Empresas, celebridades y famosos de todo el mundo han donado en dinero, más de *NUMBER* millones de dólares; y cuando tanto dinero llega al país en un periodo de tiempo tan corto, el análisis del uso de los fondos debe estar liderando cualquier tipo de lista de prioridades para garantizar que el dinero se invierta de forma adecuada y evitar el abuso del poder y acciones no éticas'', dijo el gobierno Canadiense. La Embajada de Canadá en México ha pedido este jueves al gobierno mexicano que se lleve a cabo una auditoría exhaustiva de las donaciones enviadas para los damnificados por los recientes terremotos ocurridos en México.
En su comunicado, se ha destacado que ""hay muy poca transparencia en la gestión de los fondos para los afectados"", por lo que ha indicado que ""el primer paso debe ser llevar a cabo una auditoría completa que debe incluir todas las donaciones recibidas, cómo se han repartido y si han sido eficientes"".
Asimismo, el sindicato del sector privado más grande de Canadá, la Unifor, dijo que ""El Gobierno de EPN deben abrir inmediatamente al escrutinio público las cantidades recibidas y cómo están siendo invertidas. Se debe hacer en todos los estados del país para garantizar que el dinero es gastado de forma adecuada"". agregó.
Además agregó que ''los débiles sistemas de gestión financieros y los altos niveles de corrupción en México crean muchas oportunidades para el abuso de poder, la corrupción y las acciones no éticas que limiten la capacidad de las donaciones de ser usadas de forma efectiva"".
Por último, el gobierno canadiense ha afirmado que ""los desastres naturales de esta magnitud requiere respuestas rápidas, pero también salvaguardas ante la corrupción para garantizar que el dinero se invierte de forma adecuada"".
Mexicanos rechazan que Gobierno maneje fondos de reconstrucción, dice sondeo El *NUMBER* % de los mexicanos piensa que el Gobierno no debe manejar los fondos de reconstrucción para los damnificados por el sismo del pasado *NUMBER* de septiembre, señaló hoy un estudio de las encuestadoras GEA-ISA.
Los fondos deben ser manejados por ""un organismo independiente, sin miembros del Gobierno"", señalaron en tanto que un *NUMBER* % consideró que pueden ser administrados por un organismo gubernamental junto con ciudadanos independientes.
La mayoría de los mexicanos (*NUMBER* %) cree que la sociedad civil hizo más por las víctimas, seguida por las Fuerzas Armadas con un *NUMBER* %, indicó el estudio al destacar que el *NUMBER* % de los mexicanos participó en rescates o con apoyos a los damnificados.
En change.org, la usuaria Elizabeth, está juntando firmas para exigir al gobierno mexicano que rinda cuentas de las donaciones extranjeras.
¿En dónde está el dinero de las donaciones, y a dónde va a ir a parar?
Ella también se dirige al pueblo de México y en su petición señala que debido a las amables donaciones de los extranjeros, entiéndase empresas, y/o personas que han colaborado para la reconstrucción de México, así como la aportación del dinero de las campañas de los partidos políticos que ya aceptaron donar. Se le solicita a las autoridades implementar un plan de transparencia y gastos, con rendición de cuentas claras, que es un derecho del pueblo Mexicano, ya que la devastación, ha dejado sin hogar a personas de: Baja California sur, Chiapas, Oacaxa, Morelos, Tabasco, Estado de México, Ciudad de México.''",http://www.lanetavirtual.mx/2017/10/gobierno-de-canada-exige-mexico-que-se.html
569,Fake,Politics,Alerta digital,Descubren correos electrónicos que vinculan a Hillary Clinton con tramas de explotación infantil y delitos sexuales con menores.,"Descubren correos electrónicos que vinculan a Hillary Clinton con tramas de explotación infantil y delitos sexuales con menores.
Según informa el diario digital estadounidense True Pundit, la policía de Nueva York ha detenido al antiguo congresista Anthony Weiner acusado de un caso de ""sexting"" con un menor. En la detención, se ha decomisado un ordenador portátil que, según fuentes cercanas a la policía, contiene más de medio millón de correos electrónicos enviados entre la esposa de Weiner, Hillary Clinton, otros funcionarios del Departamento de Estado y varios miembros del Congreso.
True Pundit asegura que fuentes de la policía neoyorkina les han asegurado que los correos electrónicos contienen ""evidencias suficientes para sacar a Hillary Clinton de la vida política"". Según la citada publicación, los correos incluyen pruebas que vinculan a la candidata demócrata a la presidencia y sus colaboradores con tramas de lavado de dinero, explotación infantil, delitos sexuales con menores, perjurios, obstrucción a la justicia, comisiones cobradas a través de la Fundación Clinton y otros delitos de extremada gravedad.
En la mayoría de encuestas publicadas en la recta final de las elecciones presidenciales estadodounidenses, Hillary Clinton ganaría, por la mínima, al candidato republicano Donald Trump. La revelación de estos correos electrónicos podrían suponer un grave contratiempo para las aspiraciones presidenciales de la líder del Partido Demócrata.",http://www.alertadigital.com/2016/11/05/descubren-correos-electronicos-que-vinculan-a-hillary-clinton-con-tramas-de-explotacion-infantil-y-delitos-sexuales-con-menores/
571,Fake,Politics,EL MUNDO TODAY,Estados Unidos devuelve la Estatua de la Libertad a Francia,"Estados Unidos devuelve la Estatua de la Libertad a Francia
FRANCIA NO QUIERE ACEPTARLA PARA EVITAR UN EFECTO LLAMADA QUE LLENE EL PAÍS DE MONUMENTOS EXTRANJEROS
*NUMBER* años después de que Francia obsequiase a Estados Unidos con la Estatua de la Libertad, el país americano ha decidido devolvérsela porque ya no la quiere. En estos momentos, el emblemático monumento está de camino a Europa metido en una jaula de acero. ""No podemos dejar entrar monumentos sin control, el espacio es limitado y además se produciría un efecto llamada, acabarían endosándonos hasta el Taj Mahal"", asegura el presidente Emmanuel Macron, que no se compromete a dejar entrar la pieza en Francia cuando llegue a sus fronteras la embarcación que la transporta.
Durante mucho tiempo, la Estatua de la Libertad era lo primero que veían los inmigrantes al llegar a América, pero ahora que ya no entra nadie al país, los americanos no la necesitan. Por tanto, como muchos otros venidos de fuera, la estatua ha sido expulsada de Estados Unidos y ya está de camino a su lugar de origen.
El gobierno republicano ha anunciado que el hueco que el monumento ha dejado en la Isla de la Libertad, en la bahía de Nueva York, se empleará para colocar jaulas con hijos de inmigrantes ilegales. ""En cierto modo, ellos también simbolizan la libertad"", argumenta Donald Trump.",http://www.elmundotoday.com/2018/06/estados-unidos-devuelve-la-estatua-de-la-libertad-a-francia/
572,Fake,Politics,Twitter-Calderon,"AMLO apoya el regimen de Maduro, según Claderon","En el caso de Venezuela, sigue el silencio cómplice de @lopezobrador_. No solo apoya el régimen de @NicolasMaduro, lo desea.",https://twitter.com/search?q=En%20el%20caso%20de%20Venezuela%2C%20sigue%20el%20silencio%20c%C3%B3mplice%20de%20%40lopezobrador_.%20No%20solo%20apoya%20el%20r%C3%A9gimen%20de%20%40NicolasMaduro%2C%20lo%20desea.&src=typd
574,Fake,Entertainment,Censura 0,"Hija de Raul Araiza rompe el silencio ""Mi papá me obliga a…""","Hija de Raul Araiza rompe el silencio ""Mi papá me obliga a…""
No sería la primera vez que acusarían a Raul Araiza de tener problemas con el alcohol, pero ya de involucrar a sus hijas en su consumo no se había conocido hasta el día de hoy.
Una de las hijas de Raul Araiza quien desde pequeña a sufrido serios problemas de Bullying el día de hoy declaro que su padre le aconsejaba que consumiera drogas cuando se sintiera desmotivada, lo que habla muy mal del conductor.
A continuación se cita un vídeo en donde se ve al polémico conductor consumiendo drogas en plena emisión del programa Hoy.",http://censura0.com/2018/04/07/fuerte-revelacion-hija-de-raul-araiza-rompe-el-silencio-mi-papa-me-obliga-a/
