title,chapter,paragraph,text
A Christmas Carol,0,1,"His old business partner Scrooge is alive though, and still runs the same small company they used to run together. It's not really clear what this company actually does, but it doesn't really matter for the purposes of the story. Basically, it's some kind of middleman operation, where they don't make anything, and just sit around doing bookkeeping all day long. Or something. Dickens wasn't really up too much on the ins and outs of businesses."
A Christmas Carol,0,2,"Anyway, Scrooge turns out to be the grumpiest grumper that ever grumped. And also, he's pretty greedy. And worst of all? He is all head, no heart. This is a big no-no in Dickens's world, so we're guessing someone's about to learn a lesson about feelings."
A Christmas Carol,0,3,"On Christmas Eve, Scrooge is in his office, counting money and watching his clerk. Everything is as shoddy as possible, because Scrooge doesn't want to spend an extra cent even on heating the place if he doesn't have to."
A Christmas Carol,0,4,"His nephew bursts in and is all, La-la-la, Merry Christmas!"
A Christmas Carol,0,5,"Scrooge throws out his famous catchphrase—say it with him now—""Bah! Humbug!"" Okay, it's no ""Leggo My Eggo,"" but still."
A Christmas Carol,0,6,"The nephew wants Scrooge to come over for Christmas dinner, but Scrooge isn't having any of it. Scrooge doesn't get what the big deal about Christmas is, and calls everyone else a jerk and an idiot for not being depressed by being in debt and not using that day to work more to try to pay it off."
A Christmas Carol,0,7,"The nephew is like, but what about the whole Jesus's birth thing? And the whole being nice to other people thing? Nice try, dude."
A Christmas Carol,0,8,"Scrooge makes him leave, but not before insulting his marriage because it's based on love. (Hey, you know whom Shmoop would love to have over for family dinner? That crazy old uncle who hates us and insults our spouse. You kind of have to wonder why this nephew is so dead set on having this horrible man come by. Shmoop's going to go all cynical here and say the nephew wants to bank that inheritance! Okay, fine, he's totally not. We just don't really get why he's so fixated on Scrooge coming.)"
A Christmas Carol,0,9,Right. Where were we?
A Christmas Carol,0,10,"Oh, yes. A couple of guys show up asking for any donations for the poor. Scrooge tells them to go stuff it, and argues that anyone who is poor can either go to jail, go to the workhouse (basically, jail for poor people where you have to work), or die. He successfully harshes their mellow and they take off."
A Christmas Carol,0,11,Someone comes by to try to carol and Scrooge almost hits him in the face with a ruler.
A Christmas Carol,0,12,"Scrooge then turns on the clerk and grudgingly gives him Christmas Day off with half pay—or as he calls it, the one day a year when the clerk is allowed to rob him."
A Christmas Carol,0,13,"Finally, the day is done, and Scrooge goes home to his apartment. It's worth noting that he lives in a building that is otherwise all offices, so there's no one else around to hear him scream."
A Christmas Carol,0,14,"Just as he is about to go in the door, the doorknocker… turns into the face of his dead partner Marley! Eek!"
A Christmas Carol,0,15,"But then it's okay, and Scrooge is only very mildly freaked out. He checks around the house, but everything seems hunky-dory."
A Christmas Carol,0,16,"He sits down to eat his sad little dinner (and honestly, we do have to point out that he is so consistent in treating everyone like dirt that he treats himself the same way as well). Just then, all the bells in the house start to ring."
A Christmas Carol,0,17,"Then, the door from the cellar bursts open and out of it comes… Marley's ghost! All wrapped up in chains that are a literal mockery of his business life, made out of keys and locks and money purses and cash-boxes."
A Christmas Carol,0,18,"Scrooge is pretty impressive here. He is clearly really freaking out, but still manages to smart-mouth this ghostly horror for a while."
A Christmas Carol,0,19,"Finally, the ghost gets a word in edge-wise, makes its jaw fall off its head to prove that stuff is about to get real, and reveals a couple of things:Ghosts of terrible people have to endlessly work to make the world a better place.Marley has gotten Scrooge a chance to reform himself.Three ghosts are coming."
A Christmas Carol,0,20,Ghosts of terrible people have to endlessly work to make the world a better place.
A Christmas Carol,0,21,Marley has gotten Scrooge a chance to reform himself.
A Christmas Carol,0,22,Three ghosts are coming.
A Christmas Carol,0,23,"Then the ghost goes out the window and Scrooge sees it join a whole mishmash of miserable ghosts, all of whom are similarly chained with the physical manifestations of their misdeeds. Scrooge realizes that he knew a bunch of them when they were alive."
A Christmas Carol,0,24,The fog sets in and the ghosts fade from view.
A Christmas Carol,0,25,"Scrooge tries to shake the whole experience off, finds that he can't, and instead just goes to sleep, 'cause, why not?"
Siddhartha,10,0,"Siddhartha feels warm toward the ordinary people whom he transports across the river. Rather than the contempt that he previously felt, he now sees their troubles as understandable and honorable."
Siddhartha,10,1,"Siddhartha considers the possibility that his awareness of the unity of the universe, too, is mere childishness, but this idea doesn’t bother him."
Siddhartha,10,2,"Although Siddhartha grows wiser and wiser, he still feels wounded by his son."
Siddhartha,10,3,"One day, Siddhartha intends to go into the town to look for his son. Then Siddhartha remembers that he himself wasn’t exactly a model son. He had left his own father the way his son left him."
Siddhartha,10,4,He hears the river laugh at the repetition of life’s patterns.
Siddhartha,10,5,Siddhartha returns to his hut and tells Vasudeva of his experience in the town where Vasudeva had found him and about his intention of going into the town earlier that day.
Siddhartha,10,6,Siddhartha recognizes Vasudeva as God himself. Whoa.
Siddhartha,10,7,Vasudeva brings Siddhartha out to the river and tells him there is something he has still not heard.
Siddhartha,10,8,"With Vasudeva’s guidance, Siddhartha listens intently. For the first time he hears all the voices of the river as one single continuum of all life."
Siddhartha,10,9,Siddhartha feels his soul merge into unity.
Siddhartha,10,10,Vasudeva touches Siddhartha on the shoulder.
Siddhartha,10,11,"Now that Siddhartha has reached enlightenment, Vasudeva plans to leave the river and enter into the unity of all things."
Siddhartha,10,12,"Vasudeva takes off for the forest, leaving Siddhartha as the ferryman."
Siddhartha,11,0,"Govinda is still traveling with the men in yellow robes. They look up to him now because he’s wise and old, but Govinda is still unsatisfied and seeks enlightenment."
Siddhartha,11,1,Govinda hears about this wise ferryman and decides to go talk to him.
Siddhartha,11,2,That ferryman is Siddhartha.
Siddhartha,11,3,Govinda doesn’t realize this.
Siddhartha,11,4,"Siddhartha tells Govinda that because he is orienting himself toward a single goal, he is missing everything."
Siddhartha,11,5,"Okay we know that’s counter-intuitive. Siddhartha is arguing that because Govinda is focused so much on the search, he cannot find what he is searching for. Mull that over."
Siddhartha,11,6,Siddhartha identifies himself to Govinda.
Siddhartha,11,7,Govinda is startled.
Siddhartha,11,8,"The following morning, Govinda questions Siddhartha about whether he follows a doctrine. Siddhartha explains that although he has had many teachers, he follows no doctrine."
Siddhartha,11,9,"Siddhartha explains his belief that although knowledge can be communicated, wisdom cannot."
Siddhartha,11,10,"He argues that in every truth, the opposite is also true, that time is illusory, that suffering is necessary to learning, and that there is no division between the world and perfection."
Siddhartha,11,11,"Siddhartha uses a stone as an example for Govinda. The stone, because of its profound stone-like nature, is everything. And everything is enough."
Siddhartha,11,12,"Siddhartha does not dwell on ideas, and does not fight to understand reality."
Siddhartha,11,13,"Although Siddhartha’s words contradict Gotama Buddha’s, that doesn’t matter. Words are meaningless."
Siddhartha,11,14,"Huh? Govinda is confused. Before leaving, he asks Siddhartha for any final words of wisdom."
Siddhartha,11,15,Siddhartha tells Govinda to kiss him on the forehead.
Siddhartha,11,16,"Govinda kisses his friend’s forehead and suddenly sees a continuous, unending stream of faces and people and images of painful and joyous things all shifting into one another."
Siddhartha,11,17,"After kissing Siddhartha, he is unsure if a single second or eternity has passed."
Siddhartha,11,18,"Govinda identifies Siddhartha’s smiling, radiant face as that of the Buddha and bows down in veneration."
Siddhartha,8,0,Siddhartha observes the river and realizes that every movement of the water is new.
Siddhartha,8,1,He is painfully hungry and finds the ferryman he met years before. The man’s name is Vasudeva.
Siddhartha,8,2,"Siddhartha asks for a ride across the river. He has no money to offer the ferryman, but asks if Vasudeva will accept his fine clothes. The ferryman is confused, but agrees."
Siddhartha,8,3,Siddhartha asks if can move in with Vasudeva and learn about the river as the ferryman’s apprentice.
Siddhartha,8,4,Vasudeva graciously invites Siddhartha to stay in his home and offers him a meal.
Siddhartha,8,5,Siddhartha eats a simple plate of bread and mango and recounts his life to Vasudeva. He is astounded by the Ferryman’s profound ability to listen.
Siddhartha,8,6,"Vasudeva remarks that he cannot teach, but that he can help Siddhartha to learn from the river—to learn how to be devout and to listen."
Siddhartha,8,7,"Vasudeva rarely speaks, but the men work hard together and focus on listening to the river."
Siddhartha,8,8,"It says to them, ""Come in for a dip!"""
Siddhartha,8,9,"More accurately, the river teaches the two men about life."
Siddhartha,8,10,"For instance, one day Siddhartha realizes that the river exists only in the present: it is everywhere at once, upstream, downstream, at the sea, and at the source. Life is the same way. Siddhartha realizes that his existence as a boy and his existence as an old man are not separate. Everything has its existence in the present."
Siddhartha,8,11,"In the voice of the river Siddhartha hears the holy word ""Om"" being repeated over and over again."
Siddhartha,8,12,"Vasudeva and Siddhartha live joyously on the river, listening to its stories and finding silent companionship in one another. Travelers begin mistaking the two for brothers."
Siddhartha,8,13,One day Siddhartha learns from traveling monks that Gotama Buddha is gravely ill and will die.
Siddhartha,8,14,"Meanwhile, Kamala has joined the followers of the Buddha and is making a pilgrimage to see the holy man. She rests on the riverbank with her son, who is tired and wants to eat. While resting, Kamala is bitten by a snake."
Siddhartha,8,15,Vasudeva hears her scream and brings her home.
Siddhartha,8,16,Siddhartha immediately recognizes Kamala (she’s still gorgeous).
Siddhartha,8,17,He also realizes that the boy is his son.
Siddhartha,8,18,They clean her wound but she is badly poisoned. Siddhartha calms his crying son.
Siddhartha,8,19,"When she regains consciousness, Kamala recognizes Siddhartha but sees how profoundly he has changed."
Siddhartha,8,20,She dies before she is able to tell Siddhartha that finding him was as good as it would have been to find Gotama Buddha.
Siddhartha,8,21,"Siddhartha sits with Kamala for a long time after she dies. Later he sits awake and listens to the river. While he suffers, the river offers him a sense of unity. Siddhartha becomes peaceful."
Siddhartha,8,22,"In the morning, Vasudeva helps him construct a funeral pyre."
Siddhartha,9,0,Siddhartha’s son grieves for Kamala. Siddhartha treats him with consideration and respect although he realizes the boy has been spoiled by a wealthy lifestyle.
Siddhartha,9,1,"Siddhartha struggles to try to win his son’s love and acceptance with kindness, but his efforts are in vain."
Siddhartha,9,2,"His son came to the river out of necessity, not desire. The kid wants out of the boondocks."
Siddhartha,9,3,"Siddhartha wishes desperately to protect his son from pain and suffering, but is reminded by Vasudeva and the wisdom of the river that one cannot teach certain things. They must be learned through experience."
Siddhartha,9,4,"Although Siddhartha understands the concept, his love for his son is overwhelming. He cannot bear to let the boy go."
Siddhartha,9,5,"Siddhartha’s son feels trapped by his father’s endless kindness. After a huge you-just-don’t-get-me-Dad! outburst, the young man steals money and a boat and runs away."
Siddhartha,9,6,Siddhartha and Vasudeva construct a raft to rescue the boat.
Siddhartha,9,7,"Vasudeva advises Siddhartha to let the boy return to the city, but Siddhartha wants to bring his son back."
Siddhartha,9,8,"Siddhartha searches the forest. He enters the town sad, but no longer worried, and stands near the gate where he first saw Kamala. He relives the moments of his life and feels a sense of profound emptiness."
Siddhartha,9,9,"He crouches by the gate in meditation on the hot, dusty road."
Siddhartha,9,10,"A monk from Kamala’s garden places two bananas in front of him (which, it seems, is a generous meal by the book’s standards), but Siddhartha is deep in meditation and doesn’t notice."
Siddhartha,9,11,Vasudeva finds Siddhartha. Siddhartha greets him happily and they return home. Neither speaks of the boy.
Siddhartha,2,0,"Siddhartha and Govinda arrive in a Jetavana grove, which is the happening spot for Gotama Buddha."
Siddhartha,2,1,They spend the night; in the morning they find that a massive crowd has gathered to hear the Buddha speak. Siddhartha and Govinda are immediately able to identify the Buddha (he’s the godly one) among the crowd of Yellow-Robed Men. There are a lot of Yellow-Robed Men.
Siddhartha,2,2,"The Buddha appears endlessly peaceful, light, quiet, and contented."
Siddhartha,2,3,"Although Siddhartha feels there is little new information he can learn from the Buddha’s teachings, he intently studies the Buddha’s behavior."
Siddhartha,2,4,"The Buddha teaches all the usual stuff, including the Four Noble Truths and the Eight Fold path. Govinda asks to be accepted into his community of followers."
Siddhartha,2,5,Govinda is accepted and urges Siddhartha to join him.
Siddhartha,2,6,"While Siddhartha recognizes the Buddha’s holiness, he believes enlightenment must be experienced, not taught."
Siddhartha,2,7,The two men stop in the woods to speak with the Buddha.
Siddhartha,2,8,"Siddhartha admires the Buddha’s teaching that the world is a complete, unbroken chain of cause and effect. However, he doesn’t understand the doctrine of salvation and escape from the world if in fact the world is eternally one."
Siddhartha,2,9,"The Buddha admits the flaw, but reminds Siddhartha that the goal of his teachings is to relieve suffering, not to describe the universe."
Siddhartha,2,10,"Siddhartha argues the impossibility of reaching enlightenment via others’ teachings. Enlightenment, Siddhartha says, is something a man must do alone."
Siddhartha,2,11,The Buddha smiles and departs.
Siddhartha,3,0,"As he walks away from Govinda, Siddhartha realizes that he is embarking on a new stage of life. He has walked away from all his teachers, even Buddha, because they cannot teach the nature of the self."
Siddhartha,3,1,Siddhartha decides to learn from himself alone.
Siddhartha,3,2,"As he walks, Siddhartha sees his surroundings as real and beautiful, rather than an illusion that causes suffering."
Siddhartha,3,3,"For the first time, Siddhartha is experiencing the world on its own terms, rather than scorning what it has to teach him. This is his awakening."
Siddhartha,3,4,"Siddhartha decides he has to start anew on his quest for enlightenment. Concurrent to this decision is the realization that he is completely alone. He has left his father, he has left the Samanas, and he has left Govinda with the Yellow-Robed Men. He can no longer define himself in relation to other men because he has no community."
Siddhartha,5,0,"Siddhartha goes to see Kamaswami, the wealthy merchant."
Siddhartha,5,1,The merchant questions him about his skills and needs.
Siddhartha,5,2,"Siddhartha has no needs and argues that his ability to fast is an asset: he’s not troubled by the lack of food, therefore no one can force him to do something for food. It has also taught him patience."
Siddhartha,5,3,"When the merchant sees that Siddhartha can read and write well, he offers Siddhartha both a job and shelter."
Siddhartha,5,4,"Siddhartha begins to live a good life: food, baths, clothes."
Siddhartha,5,5,"Siddhartha learns quickly and is well-respected by Kamaswami. However, he looks at his job as a game; his real interests lie with Kamala."
Siddhartha,5,6,"Kamaswami keeps trying to get Siddhartha to be more passionate about business, but Siddhartha remains indifferent."
Siddhartha,5,7,Siddhartha visits Kamala daily and she instructs him in the physical act of love. Go read that part; we can’t do it justice.
Siddhartha,5,8,"Although he takes great pleasure in the people around him, his experience as a Samana keeps Siddhartha from fully empathizing with them. He sees their lives as if from a distance; their pains, discomforts, and problems seem completely trivial to him."
Siddhartha,5,9,Siddhartha feels understood and satisfied only with Kamala.
Siddhartha,5,10,"Siddhartha sees that Kamala has the same stillness that he has. He points out that this quality has nothing to do with intelligence, but everything to do with the resolving to have Inner Peace."
Siddhartha,5,11,Kamala tells Siddhartha that he is the best lover she’s had. She wants to eventually have a child with him.
Siddhartha,5,12,"The lovers note that because they share this special sanctuary and distance from the normal ups and downs of life, they can never truly love each other the way other people do."
Siddhartha,4,0,Siddhartha continues to appreciate his surroundings and decides to always obey his inner voice and to seek experience.
Siddhartha,4,1,He comes to a river and befriends the ferryman.
Siddhartha,4,2,He crashes for the night at the ferryman’s bachelor pad and dreams about Govinda.
Siddhartha,4,3,Let’s check out this dream.
Siddhartha,4,4,"Govinda, wearing a yellow robe, approaches Siddhartha and hugs him."
Siddhartha,4,5,"Two seconds later, Govinda transforms into a woman."
Siddhartha,4,6,Siddhartha nurses from the woman’s beautiful breast and experiences the world. The woman has some seriously intense milk.
Siddhartha,4,7,"The next morning, a ferryman takes Siddhartha across the river."
Siddhartha,4,8,"The ferryman tells Siddhartha about learning from the river, which is the Most Beautiful River Ever."
Siddhartha,4,9,Siddhartha expresses regret that he cannot pay the ferryman.
Siddhartha,4,10,"The ferryman tells him that he can chalk it up as pro bono work. But more importantly, the ferryman has faith that Siddhartha will someday return."
Siddhartha,4,11,Siddhartha continues walking until he reaches a village. Everyone stays away from the weird ascetic (him).
Siddhartha,4,12,Siddhartha comes to a stream where he meets a young woman washing clothes.
Siddhartha,4,13,"They flirt, and then she invites him to have sex with her by stepping on his foot. We’re not sure how this works, to be honest, but Siddhartha bends down and kisses her nipple. (He’s still thinking about his dream.)"
Siddhartha,4,14,"Although he wants to sleep with her, he’s never touched a woman before and gets cold feet. His inner voice says ""no,"" so he leaves."
Siddhartha,4,15,Siddhartha arrives at the outskirts of a city in a beautifully fenced grove. He sees a woman ride by on a sedan chair with a whole entourage of servants.
Siddhartha,4,16,She’s gorgeous.
Siddhartha,4,17,"He makes eye contact with her. She smiles and nods. Chemistry? Yes, definitely."
Siddhartha,4,18,She and her servants go inside the grove.
Siddhartha,4,19,"Siddhartha wants to follow her, but then realizes that he still looks like a Samana, i.e., a dirty beggar."
Siddhartha,4,20,"He learns that the woman’s name is Kamala and that she is a famous courtesan. He now has a goal. We don’t know what this goal is yet, but Siddhartha has it."
Siddhartha,4,21,"He bathes, shaves, oils his hair, and arranges an appointment with her."
Siddhartha,4,22,Siddhartha asks Kamala to be his friend and teacher (in the art of Sexual Healing). Ah. Could this be his goal?
Siddhartha,4,23,Kamala finds it vaguely ridiculous that an ascetic from the forest wearing a loincloth has come to her for a sexual education.
Siddhartha,4,24,"Kamala tells Siddhartha to get a job, lots of money, nice clothes, some perfume, and some nice presents for her. Then he can try talking to her again."
Siddhartha,4,25,"Siddhartha asks Kamala for some advice on where to get clothes, shoes, and money."
Siddhartha,4,26,"He gives her an overview of his resume: the ability to think, starve, and compose poetry."
Siddhartha,4,27,"Siddhartha composes a poem for Kamala on the spot. She loves it, so she offers him one kiss. One super-hot kiss."
Siddhartha,4,28,Siddhartha is stunned and wants more.
Siddhartha,4,29,We learn that knowing how to read and write is rare in ancient India.
Siddhartha,4,30,"Another visitor arrives; Siddhartha is quickly ushered out and offered a long, white robe."
Siddhartha,4,31,"Although he is hungry, Siddhartha feels it isn’t right to beg for food now that he is no longer a Samana."
Siddhartha,4,32,"The next day, he goes to see Kamala. She has set up a job interview for him with a wealthy merchant."
Siddhartha,4,33,"Siddhartha tells Kamala that he is determined to have her, and that the Samanas taught him how to single-mindedly focus on a goal."
Siddhartha,1,0,Govinda and Siddhartha find some Samanas and join them in their Who Can Go the Longest Without Eating contest.
Siddhartha,1,1,"Siddhartha gives away his clothes, begins fasting for long periods, and eats only once a day when he’s not fasting."
Siddhartha,1,2,"Through self-torture, Siddhartha aims to completely empty himself in order to identify with the world around him."
Siddhartha,1,3,"He engages in a number of Feats of Strength (not to be attempted at home): standing in the burning sun without water, standing in the freezing rain without an umbrella, standing in a thorny bush without… well, just standing in a thorny bush. Essentially, he stands until he loses feeling and escapes himself."
Siddhartha,1,4,"Siddhartha likes losing himself, but he always finds himself again. The self-denial of the Samanas isn’t enough to enlighten him."
Siddhartha,1,5,Siddhartha asks Govinda (remember him?) if they’re making any progress.
Siddhartha,1,6,Govinda says they’re making lots of progress.
Siddhartha,1,7,"Siddhartha doesn’t think so. If the point of all the Feats of Strength is to lose himself, he argues, he could just as easily lose himself in prostitutes and drinking. He tells Govinda that he will leave the Samanas."
Siddhartha,1,8,Siddhartha and Govinda have spent three years with the Samanas. They learn of a man named Gotama Buddha who has achieved enlightenment. Everyone is gossiping about him.
Siddhartha,1,9,Govinda thinks they should hear the Buddha’s teachings. Siddhartha and Govinda nag each other for a while and then decide to leave the Samanas.
Siddhartha,1,10,"Siddhartha informs the oldest Samana of their decision. The old man gets angry, but Siddhartha hypnotizes him with a powerful glance. The old Samana politely permits them to leave."
Siddhartha,1,11,Govinda is impressed. Siddhartha has learned a lot from the Samanas. Govinda argues that Siddhartha could have learned to walk on water if he had continued with the Feats of Strength.
Siddhartha,0,0,"The novel opens with this guy named Siddhartha in ancient India. He and his best friend, Govinda, belong to the elite Brahman caste, which means that they're top of the heap and super-rich."
Siddhartha,0,1,Siddhartha is the Golden Boy of his community: men want to be him and women want to be with him.
Siddhartha,0,2,"Even though Siddhartha participates in holy sacrifices, meditation practices, and discussions with the adult Brahmans, he’s not satisfied. He seeks enlightenment (otherwise known as Inner Peace) and feels that he has learned all he can from his teachers and books."
Siddhartha,0,3,"In times like this, meditation under the banyan tree is the only solution."
Siddhartha,0,4,Siddhartha and Govinda sit and meditate.
Siddhartha,0,5,"At dinnertime, Govinda gets up, but Siddhartha remains deep in contemplation. He reflects on the word ""Om,"" which means ""the completion."" It is the word that concludes all Brahman prayers."
Siddhartha,0,6,He’s thinking about a group of Samanas (wandering ascetics) who once came into his town.
Siddhartha,0,7,He leaves the banyan tree and tells his parents about his new career path.
Siddhartha,0,8,"As soon as Siddhartha tells his father about his plans to become a Samana, his father gets upset and leaves the room."
Siddhartha,0,9,"Siddhartha remains in the room, standing in the same position."
Siddhartha,0,10,"The following morning, Siddhartha is still standing there."
Siddhartha,0,11,His father recognizes Siddhartha’s determination and gives the young man permission to go.
Siddhartha,0,12,"We call this the traumatic version of leaving for college, except instead of ""college,"" it's ""wandering around with no food for weeks on end."""
Siddhartha,0,13,Siddhartha meets up with Govinda and they leave to find the ascetics.
Siddhartha,6,0,"As the years go by and Siddhartha accrues more and more wealth, his Samana-like qualities begin to fade."
Siddhartha,6,1,"They are replaced with more Material Girl-like qualities. He grows increasingly greedy, troubled by everyday problems, and unhappy. He feels trapped by pleasure, pain, and a sense of self-hatred."
Siddhartha,6,2,Siddhartha engages in a lot of high-stakes gambling as way of expressing his hatred of wealth.
Siddhartha,6,3,He feels himself and Kamala aging. He suddenly starts associating sex with death.
Siddhartha,6,4,"One evening, Siddhartha drinks heavily, watches dancers, and feels profoundly nauseated with himself. Finally, he falls asleep and dreams about a songbird that belongs to Kamala. In the dream, he finds the bird dead and he tosses it into the street."
Siddhartha,6,5,He becomes scared that he has just tossed out all the goodness in himself.
Siddhartha,6,6,"In despair, Siddhartha recalls his life. He tries to remember the moments when he felt true joy and a sense of direction. He concludes that nothing in his life is of value to him. Even the pleasures of his shared passion with Kamala have worn off (and this is saying something… Kamala’s got skills). Everything has been a game to him."
Siddhartha,6,7,He leaves his home and his riches.
Siddhartha,6,8,"Kamaswami sends people out to look for Siddhartha, thinking that he has been captured by robbers."
Siddhartha,6,9,"Kamala does not search for him. She knows Siddhartha is, at heart, a wandering Samana. She releases her songbird from its cage."
Siddhartha,6,10,We learn Kamala is pregnant with Siddhartha’s child.
Siddhartha,7,0,"Siddhartha heads for the forest, determined never to go back to his life of wealth."
Siddhartha,7,1,He is depressed.
Siddhartha,7,2,He wanders.
Siddhartha,7,3,He is depressed some more.
Siddhartha,7,4,Siddhartha approaches the same river where he met the ferryman years before.
Siddhartha,7,5,In utter despair he clings to a coconut tree along the bank. He dreams about dropping and submerging himself into the water. He sees the water as mirroring the emptiness within him.
Siddhartha,7,6,"About to slip into the water, the word ""Om"" emanates from his soul."
Siddhartha,7,7,"Siddhartha realizes that destroying his body will not end his suffering, and he sits down. Thoroughly exhausted, he falls asleep."
Siddhartha,7,8,"Siddhartha wakes up with a sense of rebirth and repeats ""Om"" to himself over and over."
Siddhartha,7,9,"Behind him, Siddhartha notices a monk in a yellow robe."
Siddhartha,7,10,It’s Govinda!
Siddhartha,7,11,Govinda has not recognized Siddhartha but merely sat beside him while he slept in order to protect him from snakes.
Siddhartha,7,12,"Siddhartha’s like, ""dude, it’s me,"" and Govinda’s like, ""dude, what’s with the rich-man outfit?"""
Siddhartha,7,13,Siddhartha explains he has left the world of wealth and is now on a pilgrimage. Govinda leaves to get back to being a monk.
Siddhartha,7,14,Siddhartha forces himself to think. He has no possessions and thus feels joyful and childlike.
Siddhartha,7,15,Siddhartha finds himself amused at the course his life has taken and sees his life’s path reflected in the flow of the river.
Siddhartha,7,16,"Siddhartha concludes that in order to return to himself, he has had to experience profound sorrow."
Siddhartha,7,17,"He realizes that life as a Samana fueled his intellectual growth and arrogance, allowing him to thrive rather than to perish."
Siddhartha,7,18,Siddhartha remains entranced by the beauty and flow of the river.
Ethan Frome,10,0,(The Epilogue is told by the first-person narrator we met in the Prologue.
Ethan Frome,10,1,It picks up where said Prologue lets off.)
Ethan Frome,10,2,"The narrator walked into the kitchen, but couldn't tell which of the two women had been talking on and in an argumentative tone."
Ethan Frome,10,3,"The tall, skinny woman stood up without greeting the narrator."
Ethan Frome,10,4,"She's finishing up with the cooking, now that Ethan is home."
Ethan Frome,10,5,"The other woman is very small. She was gnarled in a chair. Her hair was gray, and her eyes moved wildly, like the eyes of a person with spinal disease."
Ethan Frome,10,6,The kitchen was one of the poorest the narrator had ever seen.
Ethan Frome,10,7,"Ethan remarked about the chill in the room, and moved to see to the fire."
Ethan Frome,10,8,The woman who was cooking didn't respond.
Ethan Frome,10,9,But the other woman piped up right away. She complained that Zeena had been sleeping and had almost left her to freeze to death.
Ethan Frome,10,10,The narrator knew that this was the woman who had been talking before.
Ethan Frome,10,11,"Ethan introduces the narrator first to his wife (the one cooking) and then to the other one, Mattie Silver…"
Ethan Frome,10,12,Mrs. Hale (Ruth Varnum) had been very worried about the narrator and was amazed to hear he had spent the night at the Frome place.
Ethan Frome,10,13,"Apparently, the narrator might be the first person to have been in the house in ""over twenty years"" (Epilogue.23)."
Ethan Frome,10,14,Ethan is too proud to let his friends see what a miserable situation he has.
Ethan Frome,10,15,"Mrs. Varnum used to visit, awkward as it was, and even now tried to go out there twice a year."
Ethan Frome,10,16,She tries to avoid going when Ethan is there.
Ethan Frome,10,17,Looking at Mattie and Zeena together is bad enough without having to see Ethan with them.
Ethan Frome,10,18,The narrator agreed that it wasn't pleasant to see Ethan with them.
Ethan Frome,10,19,She remembers how Ethan looked before.
Ethan Frome,10,20,Ruth remembers the night of the accident.
Ethan Frome,10,21,"Since her house was near the accident site, they brought Mattie into the room the narrator was using."
Ethan Frome,10,22,Mattie was going to be one of Ruth's bridesmaids.
Ethan Frome,10,23,Ruth had stayed with her until she woke.
Ethan Frome,10,24,"The following day rumor had it that Zeena had tried to send Mattie out of town, and that for some reason Ethan and Mattie had been sledding when they were supposed to be driving to the train."
Ethan Frome,10,25,"Nobody in town had any idea how Zeena felt about that situation, but after the accident she asked to have Mattie move back."
Ethan Frome,10,26,"From then on, the three lived there together."
Ethan Frome,10,27,Zeena takes care of Mattie and Ethan.
Ethan Frome,10,28,"When Ethan and Mattie became injured, Zeena's health suddenly returned."
Ethan Frome,10,29,"It's a bad scene. Sometimes Mattie and Zeena argue, and it looks like it's killing Ethan. From what the narrator can see, it looks like all three people have horrible lives."
Ethan Frome,10,30,Mrs. Hale said that Mattie almost didn't survive the crash – she wishes she hadn't.
Ethan Frome,10,31,"She believes that if Mattie hadn't have survived, perhaps Ethan could have found some kind of life."
Ethan Frome,10,32,"She thinks there isn't much difference between the dead Fromes and the living ones, except that the dead women are quiet, while the live women are not."
Ethan Frome,8,0,Ethan has a little make-shift study that he hadn't used in a while be because the heater that previously heated it was given to Mattie for her room.
Ethan Frome,8,1,"When Zeena was safely sleeping, Ethan headed to that room."
Ethan Frome,8,2,"He and Mattie hadn't talked after the scene, but when he'd come in from doing his final chores he found a note left by Mattie before she went to bed."
Ethan Frome,8,3,"It said, ""Don't trouble, Ethan."""
Ethan Frome,8,4,This was his first note ever from Mattie.
Ethan Frome,8,5,The note makes him feel closer to her.
Ethan Frome,8,6,"Wrestling with his mind, Ethan decides he can have happiness."
Ethan Frome,8,7,He doesn't have to live this way.
Ethan Frome,8,8,There was this guy who left his wife for a younger woman.
Ethan Frome,8,9,"By leaving her the farm, the man had made sure the left wife would have something to live on, and moved West."
Ethan Frome,8,10,Ethan had met the couple and seen their cute little baby.
Ethan Frome,8,11,He decides to write Zeena a letter and then leave with Mattie the next day.
Ethan Frome,8,12,As he writes he begins to have doubts.
Ethan Frome,8,13,"The farm isn't worth anything to sell, and there is no way Zeena could do any of the work on it."
Ethan Frome,8,14,"Oh well, he thinks. She can go live with her relatives and he will eventually pay her alimony."
Ethan Frome,8,15,He finds a newspaper so he can look at the cost of a trip West.
Ethan Frome,8,16,"Crushed, Ethan learns that he can't even afford the cheapest ticket, and nobody would loan him any money."
Ethan Frome,8,17,He cries and falls asleep thinking of how he and Mattie were supposed to sled tonight.
Ethan Frome,8,18,"When he wakes up, he realizes it's Mattie's final day on the farm."
Ethan Frome,8,19,Mattie is waiting for him.
Ethan Frome,8,20,She'd heard him leave the house last night and had not heard him return.
Ethan Frome,8,21,They move to the kitchen.
Ethan Frome,8,22,"Ethan touches Mattie and says, ""I don't want you should trouble either"" (8.24)."
Ethan Frome,8,23,She agrees not to.
Ethan Frome,8,24,Ethan warns her not to let Zeena get to her today.
