Texto,Idioma
Chaynö niptinshi chay rumiman condorqa atoqta apanaq. Ćhaskachiptenqa atoq nishqa: “Mallaqnäkïkämi. Kananmi qamta mikushëki”. ,Quechua
Chaynö niptinshi condorqa ninaq: “Yarpaćhakushunraq mikumanëki kaptinpis. Shuyëkämë. Kutikämushaqraq”. Chaynö neqnöllashi atoqta dëjaskir pärir awkuskinaq condorqa.,Quechua
Allaw atoqqa rumi ananćhö mana aypa yarqamur wañukunaq.,Quechua
JUAN ARAGAN,Quechua
Uk punćhöshi Juanta warmin ninaq: “Aywë murukamunki papanchikta”.,Quechua
Chaynö niptinshi Juan aywanaq chakraman papa muruta apakuskir. Ćhakranman ćhaskerqa papata yanukur mikur qoyakunaq. Tardiyamuptinnashi kutikunaq wasinman.,Quechua
Chayshi warmin tapunaq: “¿Ushaskirëkiku murur?”,Quechua
"“Awmi, usharämi”. Chaynö ninaq Juanqa.",Quechua
Chaynö kaykäyaptinshi cosëcha ćhämunaq. Chayshi Juan warminta ninaq: “Mallaqnämi. Aywankiman papata apamoq”. Chaynö niptinshi warmin aywanaq papakoq.,Quechua
Chayćhö papakïkaptinshi uk runa Juanpa warminta tarinaq. Chayshi papa duëñu kanaq. Payshi tapunaq: “¿Imatataq papä rurinćhö ashinki?”,Quechua
Chayshi warmeqa ninaq: “Juanmi nimaran: ‘Chaymi papanchik’. Chaynö nimaptinmi papata orqukïkä”.,Quechua
Papa duëñushi ninaq: “Qosëkiqamari aragan runa karan. Qoyat yanukuskir kutikamoq. Kanan apë papëkita qaranëkipaq mikunanpaq. Tapushuptikeqa ‘Kaymi arupäkonqä’ ninki”.,Quechua
ATOQWAN CONDOR,Quechua
"Uk punćhöshi atoq puriykïkänaq allqaćhö. Condor unaqpita rikaskerqa tapunaq: “Amïgu, ¿imata ashiykanki?”",Quechua
"Chaypita atoqqa ninaq: “Amïgu, noqami ashiykä üshata mikunäpaq”.",Quechua
Condornashi ninaq: “Aku ashikoq animalkunata mikushunpaq”.,Quechua
“Akuri aywashun ashikoq” nir parlayänaq atoqwan.,Quechua
Condornashi tapunaq: “Qamraq ¿imanirtaq ñöpata mana aywankiku? Qam washapa aywë. Noqa aywä urapa” nir.,Quechua
Chaypita condorqa becërruta aćhkunaq. Atoqpis chayllamanshi ćhänaq. Chöraqa condor ninaq: “Cädunumi aćhkukushun”.,Quechua
Atoqqa condorta ninaq: “Noqapaqpis aćhkuskapämë”. Condorqa mana aćhkïta munaptinna atoq alläpa rabianaq: “Qamqa mana alli amïguku kanki. Ukta amïguta aywä asheq” nir.,Quechua
Chaypita condor ninaq: “Ama rabiëku. Cörrishun washa irkayoq”. Chaypita condor atoqta ninaq: “Alëkita rurashun pärinëkipaq”.,Quechua
Chaynö niptenqa atoq kushikunaq: “Kananćha älä kanqa” nir.,Quechua
Niskerqa condor payta kaćhashqa: “Aywë ishkë matita apamunki”. Atoqqa cäsurnin aywanaq matikunata apamoq.,Quechua
Ćhaskachiptenqa atoqpa custillanman matikunata condorqa iranaq. Chaynö iraskerqa atoqta apashqa unaq qaqaman. Ćhaskacherqa nishqa: “Kanan pärishun ishkanchiki”. Condorqa pärikur awkushqa. Allaw atoqqa eqaskinaq raqraman wañut.,Quechua
Chayta rikaskerqa condor aywashqa atoqta mikoq.,Quechua
ATOQWAN ÜSHA,Quechua
Uk punćhöshi atoq üshata tariskinaq munti rurinćhö qewata mikukïkaqta. Tariskerqa ninaq: “Kananmi mikuskishaq paćha untananyoq”. Paćhan untaskiptenqa tullunta dëjaskir awkunaq.,Quechua
Chayshi atoqqa waraninchika kutinaq rikakoq. Chayshi ni imapis kanaqku. Uk allqushi awkïkänaq paćhan unta.,Quechua
Chayshi maqanakuyänaq allquwan atoq.,Quechua
Chaypitashi allqu wañuskachinaq atoqta,Quechua
Wañuskacherqa awkunaq kushishqa.,Quechua
ATOQWAN LLUYCHU,Quechua
Uk punćhöshi atoq purikïkänaq mikunanta ashikur. Chayćhöqa tinkukaskiyänaq lluychuwan. Atoqqa lluychuta tapunaq: “¿Imata rurëkanki?”,Quechua
Lluychoqa ninaq: “Noqami qewata mikukïkä. Qamqa ¿imata munanki?”,Quechua
Niptenqa atoqqa lluychuta nishqa: “Noqapismi mallaq purikïkä. ¿Imataraq mikuskëman?” Atoq jikutashqa “Mallaqnämi” nir.,Quechua
Chaypitaqa rabiar lluychoqa waqraskinaq atoqta yakuman eqat. Atoqqa yaku rurinpita mana aypa yarqamuptin lluychoqa asikunaq. Chörashi atoqqa wañuskinaq yaku rurinćhö. Lluychoqa awkunaq puñukoq maćhëninman.,Quechua
ASHNUWAN ATOQ,Quechua
Uk punćhöshi ashnu tarinaq atoqta allqaćhö. Chayshi ashnoqa tapunaq: “¿Imatataq chayćhö rurëkanki?”,Quechua
Atoqnashi willanaq: “Noqaqa puñukïkämi”,Quechua
Ashnoqa tapunaq: “¿Imanirtaq puñukïkanki?”,Quechua
Chaynö niptenqa atoqqa “Paćhämi nanan” ninaq.,Quechua
Ashnushi nin: “¡Allaw! Shärikamï. Aku awkushun washaläpa”.,Quechua
Chayshi alläpa rupayar aćhaćhakunaq. Atoqqa aywanaq ashnupa qepanman llantukoq. Ashnoqa rikëkur saytaskinaq shimita kirunpis yarqut. Chaywanqa allaw atoqqa wañukunaq.,Quechua
ÜSHAWAN ATOQ,Quechua
Uk üsha oqrakashqa purikïkänaq. Chaypita üshaqa atoqwan tinkukäyänaq. Chayćhö tapunaq: “¿Imatataq ashiykanki?”,Quechua
Chaynö tapuptenqa atoq sabïdoqa nin: “¡Kananmi mikushëki!”,Quechua
Manchakashqa üshaqa “¡Ama mikumëku!” nir qayarar ayqikunaq.,Quechua
Atoqqa ninaq: “Aywä kutimoq”.,Quechua
Chaypitaqa üshaqa atoq mana yurikaptenqa ninaq: “Aywashqaćha masankunata apamoq”. Chayyoq pakäkunaq rumi rurinkunaman.,Quechua
Chayćhö kaykaptenqa atoq ćhänaq. Üshataqa mana rikanaqnaku. Shuyarëkanqanćhö puñukaskinaq atoqqa. Chaynö kaykaptin üshaqa aywashqa oqshata atoqpa ananman qotoq kañänanpaq.,Quechua
Atoqqa puñukëkarllashi ninaq: “¿Imataqri?” Niskerqa puñukänaqraq. Chaynö kaykaptin wakin atoqkunanashi yurikäyänaq üshata mikïta munar. Üshaqa rumi rurinpita yarqaskamur llapan atoqkunata kañaskinaq. Chaywanshi atoqkunaqa ushakäyänaq.,Quechua
Üshaqa kushishqa ninaq: “Kanan llapan atoqkunata kañaskë”. Awkushqa kastankuna rurinman puñukoq.,Quechua
PICHAKAWAN WALLPA,Quechua
Uk punćhömi warmipa wallpanta pichaka apëkänaq. Warmeqa “taraq taraq” niyaptin wiyar yarqunaq “¿Imanäyantaq wallpäkunaqa?” nir.,Quechua
Pichakata päriykaqta rikar rabianaq: “Tä pichakaćhari apashqa wallpäta. Chaynö pichaka ushaptinmi wakinkaq wallpäkunata wićhqarächiykö” nir.,Quechua
Uk rätumanqa rikaskinaq wallpankunata waqtaćhö qayarëkäyaqta. Uknin wallpantaqa pichaka apashqana kanaq. Chaymi warmeqa wallpankunata wićhqaran “Kananqa chayćhö kayächun” nir.,Quechua
Chaypitami warmi mikunanta qenćhanman aparan qarananpaq. “Kananćhö yarquyaptenqami wallpakunataqa aćhkuskir pishtashaq almuerzuta ruranäpaq. Tumarëläpa apashaq rantikoq” niran warmeqa,Quechua
"Chaynö neqta wiyaskirmi wallpankuna manana yarquyarqanku qenćhakunapita, pishtayänanta manchakur",Quechua
ASHNUWAN ATOQ,Quechua
Uk atoqshi ashnupa qepanta aywëkänaq pukllapar. Chöra ashnoqa ninaq: “Ama pukllapämëku. Sïguiptikeqami saytashëki”.,Quechua
Atoqqa pukllapar sïguinaq. Nisiu kaniskinaq ashnupa ćhakinta. Chaynashi ashnoqa saytëkunaq atoqta wañut. Chaypita ashnoqa kushishqa awkunaq. ,Quechua
Kunturmantawan atuqmantawan,Quechua
"Kunturpuwan atuqpuwan punta puntanta purimusqaku. ""Mayqallansi wañurusunchis?"" iskayninku nisqaku. Chaysi para qallarisqa.",Quechua
"Chaysi samayusqaku. Chaysi aqarapi qallarisqa. Chaysi kunturpa huk laru alanwan mast'arikusqa huk laru alanwan qatarukusqa. Chaysi ""chirishasunkichu kuntur manachu?"" nisqa atuq kunturta. Chaysi ""Maypitaq qharita chirin?"" nisqa. Chaysi kuntur tapuyusqa ""qantari chirishasunkichu, manachu"" nisqa. Chaysi ""maypitaq qharita chirin"" nisqa wañupushasqaña. Chaysi unu para qallarimullasqataq. Chaysi huktawan tapullasqataq kuntur. Chaysi wañurapusaq atuq. Chaysi usarirapusqa. Chaysi kuntur puriykacharispa. Atuqta mikhurapusqa kuntur. Chaysi lamarman pasapusqa phalaripuspa liso. Chaypi tukupun.",Quechua
"Atuq masiy imallapaqtaq mana atinaykiman yaykunki?. Kunturqa atipallasunkimanpunin karqan. Payqa rit'i urqupatakunapi tiyaqmari, chaymantapis hanaq pachantama halan. Imaraqsi atuq masiy kunanqa qhaliman tukuspa wañuyniykita tarinki.",Quechua
Ukukumantawan p'asñamantawan,Quechua
"Uhaman risqa p'asñaqa. Uha michiq pasña kasqa. Chaysi uha riyta qillakusqa p'asñaqa. Chaysi ""nuqa qipirusayki, ñawiykita watarusaq"" nisqa ukuku. Chaysi ""mana qipiruwankimanchu"" nispa pasñaqa. Qaqa tuqullamantaq qipirusqa. Chaysi chaypi uywasqa pasñata. Chayqa iskaysi wawanpas kasqa. P'asñas wawayuq kasqa. Iskay wawanpas kasqa ukukuchakuna. Chaysi uña ukukuchakuna taytanta nisqa ""ama imanpas yanayaqtin kuturamuway wakata"" nispa. Chay chakinpi yanayaqtin aparamusqa hatun ukuku. Chaysi ""mana kaytaqa munanichu, huktan munani"" nispa nisqa uña ukukuchakuna. Chaysi hukta apamunankama munananpaq apamusqaku iskayninkumanta mamankuta apaqarusqaku.",Quechua
"Hinaspi tinri aparapusqa uña wakata, uña wakata, uña wakata siwarakamusqanta. Chaysi uña wakata mikhuwakapusqa uña ukuku. Chay llantata mamanpawan uña ukukuchakunapawan kargaramusqa. Chayqa chiqaqta llantata karqamusqaku ashkhata uraymanta llantata wasinkumna.",Quechua
"Puno mamankuq llaqtan. Chayqa ""kayllapi mamay kashanki"" nisqa. ""Nuqa rirusaqku wichayta. Taytayku niqaykuta binsiramuwanqaku chayqa, qumir qusñi sayarimunqa. Nuqayku binsirusaqku chayqa, asul qusñi sayarimunqa"" nispa nisqa. Asul qusñi sayarimun. Chayqa mamanku kusisqa. Chayqa chaypis kundinarakapusqa taytanqa.",Quechua
"Comuneroq tullullanñas Puno tindakunapipas imapas. Chaysi tullullawanñas maqanakuspanku uña ukukuchaqa, inlishapi kundinaruwan maqanakusqaku. Wanquyruman tukupusqa kundinaru. Kundinaru ""wun"" riyushan, wanquyru ""wun"". Chaysi maqanayukushan. Chayqa ""qanñataq, nuqañataq, qanñataq, nuqañataq"" nisqa uña ukukuchakuna kundinaruta sipinankupaq. Supayta dalinayukusqaku. Chayqa kundinaruqa ""librakuwankuchá"" nisqa uña ukukuchakunata. ""Librasaykipuni"" nisqa, llarimuyta kundinaruta sipiyapunku. Chaysi ripun. Yuraq paloma pasapun. Chaymanta chay ukukuchaq mamanqa huk qhariyuq kapusqa. Chayqa pisillañas uña ukukuchakunaq kallpanpas machuyaqtin pisillañas watamanta watamanta. Comuneroq tullunkunatas pakanku takayuspanku. Chayqa qhapaq kapusqaku ukukuchakuna tindaq qultinwan. Chaypi tukupun.",Quechua
"¿Allillanchu kachkanki, mamitay?",Quechua
Quya ¿Allillanchu kachkanki?,Quechua
Allillanmi wiraqucha,Quechua
"¿Imaynalla kachkanki, wiraqucha?",Quechua
Allillanmi doctor,Quechua
Allillanmi wiraqucha,Quechua
Allillanmi doctora,Quechua
Allillanmi mamay,Quechua
Sipascha ¿Imaynalla kachkanki?,Quechua
Allillanmi doctor!,Quechua
Mamakuna ¿Imaynalla kachkankichik?,Quechua
Taytakuna ¿Imaynalla kachkankichik?,Quechua
Taytakuna ¿Imaynalla kachkankinchis?,Quechua
Allillanmi doctor,Quechua
Allillanmi tayta,Quechua
Allillanmi wiraqucha,Quechua
Allillanmi doctora,Quechua
Allillanmi mamay,Quechua
Allin p´unchaw wiraqucha,Quechua
Allin p´unchaw doctor,Quechua
Allin p´unchay taytay,Quechua
Allin p’unchaw kachun runamasiykuna,Quechua
Allin p’unchaw kachun wiraquchakuna,Quechua
Allin p’unchaw kachun waynakuna sipaskuna,Quechua
Allin p’unchaw kachun wiraqucha,Quechua
Chayaramuniña doctora,Quechua
Allin p’unchaw doctora,Quechua
Kaypiña kachkayku,Quechua
"Allin p’unchaw, mamay",Quechua
"Allin p’unchaw, quya",Quechua
Allin p’unchaw mamaykuna,Quechua
Allin p’unchaw quyakuna,Quechua
"¿Imatan maskachkanki, wiraqucha?",Quechua
Demunata maskachkani,Quechua
Wawa amachana wasita maskachkani,Quechua
Primer jusgadutan maskachkani,Quechua
Kuskachaq wasita maskachkani,Quechua
Mesa de partestan maskachkani,Quechua
"Wiraqucha, ¿yanapariwayta atiwaqchu?",Quechua
¿Wiraqucha yanapariwankimanchu?,Quechua
"Señora, ¿yanapariwayta atiwaqchu?",Quechua
¿Señora yanapariwankimanchu?,Quechua
Mamay ¿ Imatan suyachkanki?,Quechua
Quya ¿ Imatan suyachkanki?,Quechua
"Wiraqucha, ¿ Imatan suyachkanki?",Quechua
Taytay ¿ Imatan suyachkanki?,Quechua
Ususiyta suyachkani,Quechua
Churiyta suyachkani,Quechua
Abogaduyta suyachkani,Quechua
Amachaqniyta suyachkani,Quechua
Mamayta suyachkani,Quechua
Qusayta suyachkani,Quechua
Warmiyta suyaschkani,Quechua
Warmiyta suyachkani,Quechua
Tiyaqmasiyta suyaschkani,Quechua
Qhariyta suyachkani,Quechua
Tiyaqmasiyta suyaschkani,Quechua
Kaypi suyay niwanku,Quechua
Huk papilta qusayki ñiwanku,Quechua
DNI copiata apamuy ñiwarqanku,Quechua
Wiraqucha ¿imay horasta kichakun kay oficina?,Quechua
Wiraqucha ¿Imay horastan llamk’ayta qallarinku?,Quechua
Kay oficina pusaq horastakichakun,Quechua
Kay wasiqa pusaq pachamanta kichakun,Quechua
Chunka horasta tutamanta hamunki,Quechua
Chunka pacha tutamanta hamunki,Quechua
Mikhuruspaña kutimunki,Quechua
Hukmanta (1) iskay (2) horas tardinkama manan oficina kichakunchu,Quechua
Hukmanta iskay pachakama manam kay wasi kichakunchu,Quechua
Doce y mediata kutimunki,Quechua
Chunca iskay pacha kimsachunkayuqta kutimunki,Quechua
¿Ima hurasta kay oficina wisq’akunqa?,Quechua
Oficinaqa pichqa horas tardinkama kichakun,Quechua
Kay wasiqa pichqa pachatan wisq’akunqa,Quechua
Oficinaqa cuatro y treintata wisq’akun,Quechua
Kay wasiqa tawa pacha kimsa chunkayuqta wisq’akun,Quechua
Mesa de partisqa cuatro y treinta tardinkama llamk’anku,Quechua
Mesa de partisqa tawapacha kimsa chunkayuqkama llamk’anku,Quechua
"Wiraqucha, kay oficina, ¿Ima p’unchawmi kichakun?",Quechua
Kay oficina llamk’an: lunesta miércolesta viernes p’unchawtawan,Quechua
"Kay wasipiqa killachay p’unchaw, qurllurchay p’unchaw ch’askachaw p’unchawpi ima llamk’anku",Quechua
Kay oficina llamk’an: martes jueves p’unchawtawan,Quechua
Kay wasipiqa antichay p’unchaw killapachay p’unchawpi ima llamk’anku,Quechua
Paqarin tutamanta kutimunki,Quechua
Paqarin tardinta kutimunki,Quechua
Paqarin inti wasapayta kutimunki,Quechua
Minchha p’unchawta kutimunki,Quechua
Huk lunesta kutimunki,Quechua
Huk intichay p’unchawta kutimunki,Quechua
"Kunanqa manan llamk’aqachu, hatun punchawmi",Quechua
"Kunanqa manan llamk’ana kanchu, llamk’aqkuna sayariypi kachkanku",Quechua
Tikita mañakamuy chaskinasunkikupaq,Quechua
"Filapi suyakamuy
Filakamuy",Quechua
"Wachupi suyakamuy
Wachukamuy",Quechua
Tiyaykuy,Quechua
Q’allariy punkupi sukamuy,Quechua
Ñawpaq punkuta takaykuy,Quechua
Chay punkuta takaykuy,Quechua
Pata wasiman wichay,Quechua
Ukhu pacha wasiman haykuy,Quechua
Oficina hawa kanchapi kachkan,Quechua
"Upallasun
Ch’inlla",Quechua
"Upallasunchik
Ch’inlla",Quechua
"Suyaykuy, wahayamusunkikuña
Suyaykuy, waqyamusunkiña",Quechua
Wawayki ama siqanapi pukllachunchu,Quechua
Kamachiwan haykuyta atiqwaqmi,Quechua
Celularta salaman haykuspa upallachiy,Quechua
Ukhuman haykuspa celularta upallachiy,Quechua
Wiraqucha haykuyamuy,Quechua
Mamay haykuyamuy,Quechua
Quya haykuyamuy,Quechua
Wiraquchakuna haykuykamuy,Quechua
Mamaykuna haykuykamuy,Quechua
Quyakuna haykuykamuy,Quechua
Sipascha haykuyamuy,Quechua
Waynacha haykuyamuy,Quechua
Tiyay,Quechua
Tiyaykuy,Quechua
Tiyaykukuy,Quechua
Tiyaychik,Quechua
Tiyaykuychik,Quechua
Tiyaykukuychik,Quechua
"¿Imata munanki, mamay?",Quechua
Quya ¿Imatan munanki?,Quechua
"¿Imata munanki, wiraqucha?",Quechua
"¿Imamanni hamuchkanki, mamay?",Quechua
"¿Imamanni hamuchkanki, quya?",Quechua
"¿Imamanni hamuchkanki, wiraqucha?",Quechua
¿Imapin yanapariykiman?,Quechua
¿Imatan qam rayku ruwayman?,Quechua
¿Imapin yanapaykikuman?,Quechua
¿Yanapariykimanchu?,Quechua
¿Yanaparikiykumanchu?,Quechua
"Uyarisayki, mamay",Quechua
Uyarisayki wiraqucha,Quechua
Uyarisaykichik,Quechua
Tapukuqmi hamuni,Quechua
Kiha churaqmi hamuni,Quechua
Kihakuqmi hamuni,Quechua
"Qusaymi maqawan, manan chayta Munanichu",Quechua
Juezwanmi rimayta munani,Quechua
Fiscalwanmi rimayta munani,Quechua
Guadiawan rimayta munani,Quechua
Wiraqucha Juezwan uyarichikuyta munani,Quechua
Wiraqucha fiscalwan uyarichikuyta munani,Quechua
Wiraqucha fiscalwan rimayta munani,Quechua
"Runa simita rimani, taytay / wiraqucha",Quechua
Yo hablo quechua señora.,Quechua
"¿Doctor, runa simita rimankichu?",Quechua
"Ari, runa simita rimani",Quechua
Pisillata runa simita rimani,Quechua
"Yachani, ichaqa mana rimanichu",Quechua
"¿Yachankichu runa simita, doctora?",Quechua
"Ari, yachani",Quechua
Manan yachanichu,Quechua
"¿Castellanuta rimankichu, mamay?",Quechua
Manan castellanuta rimanichu,Quechua
¿Runa simipichu utaq castellanupichu rimayta munanki,Quechua
Quechuapi /runasimipi munani,Quechua
¿Pin kaypi quechuapi /runasimipi riman?,Quechua
Paymi runasimiman rimasqayta t’ikranqa,Quechua
Pay castellanupi ñuqamantan rimanqa,Quechua
Ususiy castellanupi ñuqamantan rimaqa,Quechua
"Allillamanta rimaykuway, ama hina kaychu",Quechua
"Susihullawan rimaykuy, ama hina",Quechua
¿Waqmanta ñiwankimanchu?,Quechua
Manan ñisqaykita Hap’iqachkanichu,Quechua
"Qasilla qasilla, mamay",Quechua
"Qasilla qasilla, taytay",Quechua
"Willariway, ima llakipin kachkanki",Quechua
Imapas allillanmi kanqa Lliwmi allin kanqa,Quechua
Ama llakikuychu,Quechua
Ama waqaychu,Quechua
Amaña waqaychu,Quechua
¡Yanapaykuway!,Quechua
¡Yanapariway!,Quechua
Yanaparisayki,Quechua
Yanapasaykiku,Quechua
Uyariy,Quechua
"Ama hina kaychu, uyarikuway",Quechua
Ama hina kaychu mamay,Quechua
¿Taytay imay horastan wiraqucha comisario chayamunqa?,Quechua
¿Imay horastan wiraqucha fiscal chayamunqa?,Quechua
Kunallanmi,Quechua
Kunanni,Quechua
Kunanpuni,Quechua
Kunallan,Quechua
Pichqa minutupi chayamunqa,Quechua
Media horata suyaykuy,Quechua
Huk huraspi chayamunqa,Quechua
"Manan kutimunqa, hawapi llamkachkan",Quechua
"Pichqa hurasta carruy lluqsinqa, manañan suyaymanñachu",Quechua
Paqarin pusaq hurasta tutamanta kutimunki,Quechua
Paqarin pusaq pacha tutamanta Kutimunki,Quechua
"Mamay/qoya, manan yanapayta atiykimanchu",Quechua
"Pampachaway, manam yanapayta atiykimanchu",Quechua
"Panpachaway, p’unchaw chayamuchkaymanta",Quechua
"Panpachawan, manapuni kunan riyta atinichu",Quechua
"Kunanpi, manan paywan rimayta Atiwaqchu",Quechua
Añay Sullpay,Quechua
"Ancha añay, doctor",Quechua
Añaychayki,Quechua
Añay yanapawasqaykimanta,Quechua
Imamanta,Quechua
"Paqanrinkama, taytay",Quechua
"Huk punchawkama, mamay",Quechua
"Ama hina kaychu, jefe",Quechua
"Anchata añaychayki, jefe",Quechua
"Anchata añaychayki, jefecito",Quechua
Sutiymi Julio Landa,Quechua
Ñuqam kani Técnico Alberto Vilca.,Quechua
"Ñuqam kani Fiscal Provincial Qusqu llaqtamanta, sutiytaq Luis castillo",Quechua
Ñuqam kani Doctora Susana HuaMan,Quechua
¿Pim kanki?,Quechua
¿Iman sutiyki?,Quechua
¿Huk sutiyki kanchu?,Quechua
¿ImanTayta apelliduyki?,Quechua
¿Iman taytaykimanta sutiyki?,Quechua
¿Iman mamaykimantra apelliduyki?,Quechua
¿Iman mamaykimanta sutiyki?,Quechua
Ñuqam kani Carlos Paredes Huallanay,Quechua
"Doctor, Sutiymi Maria Ludueña Apaza",Quechua
"¿Wiraqucha, iman sutiyki?",Quechua
Sutiyqa Carlos,Quechua
Carlosmi sutiy,Quechua
Mamay ¿iman sutiyki?,Quechua
Quya ¿iman sutiyki?,Quechua
Sutiyqa Ana,Quechua
Ana sutiy,Quechua
¿Huk sutiyki kanchu?,Quechua
Qhipa sutiyqa Enrique,Quechua
¿Iman Tayta apelliduyki?,Quechua
Tayta apelliduyqa Paredes,Quechua
¿Iman mamaykimanta apelliduyki?,Quechua
Quillahuaman,Quechua
¿Imaynatan Quillahuaman qillqakun?,Quechua
Kaypi sutiykita qillqay,Quechua
¿Ima k’ikllupi wasiyki?,Quechua
¿Ima yupanayuq?,Quechua
Calli Los Incas 600 ñisqapi,Quechua
¿May larupi?,Quechua
¿May ñiqpin chay?,Quechua
¿Maymanta hamuchkanki taytay?,Quechua
Sicuanimanta hamuchkani,Quechua
¿Maymanta kanki?,Quechua
Ñuqa Kani Usphabamba comunidadmanta,Quechua
¿Comunidadmantachu hamuchkanki?,Quechua
"Ari, chaymanta hamuni",Quechua
"Manan, kaypi tiyani",Quechua
¿Maymanta hamunki?,Quechua
Ocongate llaqtamanta hamuni,Quechua
¿Maypitaq kachkan Ocongate llaqta?,Quechua
"Carretera ñañinta, kimsa horaspi kaymanta pacha",Quechua
¿Ocongatipichu tiyanki?,Quechua
Ocongatemanta llaqtayman iskay horasraq purina,Quechua
"Ocongatemanta, carrupi llaqtayman chayani",Quechua
¿Maypitaq tiyanki?,Quechua
San Salvador llaqtapi tiyani,Quechua
"¿Maypi tiyanki, ¿ima callipi?¿ima yupaypi?",Quechua
"Centro Poblado Santa Ana, Calle Los Incas, número 600 ñisqapi",Quechua
¿Maypitaq chay k’iklluri /calliri tarikun?,Quechua
Chay k’iklluqa /calliqa Iglesiaq qhipanpi kachkan,Quechua
Chay k’iklluqa /Calliqa llaqta wasi kinraypi kachkan,Quechua
¿Maypi tiyanki taytay?,Quechua
San Salvador Llaqtapi,Quechua
¿Ima callipi tiyanki?,Quechua
Los inkas callipi tiyani,Quechua
¿Ima yupaypi?,Quechua
Suqta pachaq yupayniyuq wasipi tiyani,Quechua
¿Mayqin manzana ñisqapi tiyanki?,Quechua
Manzana C ñisqapi,Quechua
Ch’usaq,Quechua
Huk,Quechua
Iskay,Quechua
Kimsa,Quechua
Tawa,Quechua
Pichqa,Quechua
Suqta,Quechua
qanchis,Quechua
Pusaq,Quechua
Isqun,Quechua
Chunka,Quechua
Chunka hukniyuq,Quechua
Chunka iskayniyuq,Quechua
Chunka kimsayuq,Quechua
Chunka tawayuq,Quechua
Chunka pichqayuq,Quechua
Chunka suqtayuq,Quechua
Chunka qanchisniyuq,Quechua
Chunka pusaqniyuq,Quechua
Chunka isqunniyuq,Quechua
Iskay chunka,Quechua
Iskay chunka hukniyuq,Quechua
Kimsa chunka,Quechua
Tawa chunka,Quechua
Pichqa chunka,Quechua
Suqta chunka,Quechua
Qanchis chunka,Quechua
Pusaq chunka,Quechua
Isqun chunka,Quechua
Pachak,Quechua
Pachak hukniyuq,Quechua
Iskay pachak,Quechua
Waranqa,Quechua
¿DNIniyki kanchu?,Quechua
Kanmi DNIniyqa,Quechua
¿Imataq yupaynin?,Quechua
¿Hayk’a watayuq kachkanki?,Quechua
Tawa chunka watayuq kani,Quechua
¿DNIniyki kanchu?,Quechua
Manan kanchu,Quechua
¿Imanaqtinmi mana kanchu?,Quechua
Chinkapuwan,Quechua
Suwuaruwanku,Quechua
Comiseriapi denunciata DNI suwachikusqaykimanta churamunki,Quechua
Reniecmanmi musuq DNIpaq Rinayki,Quechua
¿Casarasqachu kanki?,Quechua
¿Sawayasqachu kanki?,Quechua
Casarasqa kani,Quechua
¿Hayk’aqmantapacha qusayuq kanki?,Quechua
Iskay chunka wataña casarasqa kani,Quechua
1986 (waranqa isqun pachak pusaq chunka suqtayuq) watamantapacha qusayuq kani,Quechua
Mana qhariyuq kani,Quechua
Mana warmiyuq kani,Quechua
"Kuska tiyayku, ichaqa manaraqmi Casarakuykuchu",Quechua
¿Civilpichu casarasqa kanki?,Quechua
¿Municipalidadpichu casarakuranki?,Quechua
"Ari, municipalidad wasipi casarakurani",Quechua
¿Ari civilniskapi casarakuni?,Quechua
"Manan, religiosollapi",Quechua
"Manan, sirvinakuyllapi tiyayku",Quechua
¿Qam religiosopichu casado kanki?,Quechua
¿Iglisiapichu cararakuranki?,Quechua
Ari religiosupicasarasqa kani,Quechua
"Ari, iglesiapi casarasqa kani",Quechua
"Manan, sirvinakuyllapi tiyayku",Quechua
"Manan, civilllapi",Quechua
¿Casarasqachu kanki?,Quechua
¿Qusayuqchu kanki?,Quechua
"Ari, qhariyuq kani.",Quechua
Casadan kani.,Quechua
¿Churiyuqchu kanki?,Quechua
"Ari, churiyniyuqmi kani.",Quechua
Mana churiyniyuqchu kani,Quechua
¿Ususiyuqchu kanki?,Quechua
Ari ususiyniyuq kani.,Quechua
Mana ususiykuna kanmi.,Quechua
¿Hayk’ataq churiykikunari?,Quechua
Kimsan churiykunaqa,Quechua
¿hayk’a qharikuna? ¿hayk’a warmikuna?,Quechua
Huk qhari iskay warmikuna kachkan,Quechua
¿Qhariyuqchu kanki?,Quechua
Manan qusayuqchu kani,Quechua
Parejaywan tiyani,Quechua
Parejaywan tiyayku,Quechua
¿Churiyuqchu kanki?,Quechua
Ari. Churiyuqmi kani,Quechua
¿Churiykikuna kunan parejaykipachu?,Quechua
"Manan, ñawpaq parejaypan",Quechua
"Ari, parejaymanta",Quechua
Mana siñurayuqchukani,Quechua
Mana parejayuqchu kani,Quechua
Mana warmiyuqchu kani,Quechua
T’aqanakusqan kani,Quechua
Wiqch’usqa kani,Quechua
T’aqanakusqan kani.,Quechua
Manan wiraquchay kanchu,Quechua
Mana parejayuqchu kani,Quechua
Manan qusayuqchu kani,Quechua
T’aqanakusqan kani,Quechua
Saqisqan kani,Quechua
T’aqasqan kani.,Quechua
¿Qusayuqchu kanki?,Quechua
¿Warmiyuqchu kanki?,Quechua
Qusayqa wañupunmi,Quechua
Warmiyqa wañupunmi,Quechua
Viudan kani,Quechua
Viudun kani,Quechua
Warmiqaq wañukapunña,Quechua
Qusayqa wañukapunña,Quechua
Kuraq runa,Quechua
Mmachu runa,Quechua
Qhari,Quechua
